ann_ret,ann_vol,sharpe,max_dd,avg_leverage,avg_n_open,n_active_positions,pct_leverage_capped_quarters,pct_liquidity_capped,total_costs,final_nav,n_dropped_positions_total,trim,tilt_power,base_unit_fraction
0.021601333436550796,0.020991975997488067,1.262677490904405,-0.04537644564614419,0.39209985098411043,331.6528117359413,86897,0.0,0.028086382654784185,2283873.0036571873,15162377.663280092,0,0.25,1.0,0.002
0.027322447663374883,0.03087763022665813,1.1481191599099256,-0.06273168783426399,0.5505635643811144,331.6528117359413,86897,0.8974358974358975,0.10669620115505034,3086983.709782712,16904543.019151706,14726,0.25,1.0,0.003
0.02874274552029288,0.03507588109709863,1.0781876910246393,-0.06808976123334474,0.55922126845401,331.6528117359413,86897,0.9230769230769231,0.23129053122012924,3015812.1395879164,17365580.356928974,37477,0.25,1.0,0.004
0.02227299717339304,0.021568549690019485,1.2754238065291383,-0.04695557338825966,0.3948953016298935,331.6528117359413,86897,0.0,0.02786888060854783,2288941.9654796417,15357713.368812203,0,0.25,1.5,0.002
0.028828945932025896,0.03222475936067138,1.1781005154137187,-0.06670000001617768,0.5604023709339756,331.6528117359413,86897,0.8974358974358975,0.11559661383656439,3119889.151510807,17393942.04536334,15906,0.25,1.5,0.003
0.030423238965926025,0.03723775313667933,1.0929322357227347,-0.07085276588095013,0.5761407026169273,331.6528117359413,86897,0.9230769230769231,0.24516487227478523,3049966.3898347113,17926486.372707404,39710,0.25,1.5,0.004
0.02290739888123139,0.02217377204229024,1.2838408225082407,-0.04845677887992098,0.39741204433638605,331.6528117359413,86897,0.0,0.027565522491428702,2291092.534155952,15544402.780183624,0,0.25,2.0,0.002
0.030503089730000488,0.03379784979982901,1.2082827325623162,-0.06793405678082595,0.5733051151360994,331.6528117359413,86897,0.8846153846153846,0.12472025230237363,3173215.8153226287,17953561.69006908,17160,0.25,2.0,0.003
0.032406230894433063,0.03935740104230347,1.1233012579932677,-0.07282376494074735,0.5960235679982523,331.6528117359413,86897,0.9230769230769231,0.25954290227862015,3096534.7913445495,18610466.287516903,42080,0.25,2.0,0.004
0.01961779352898363,0.01791124122346732,1.3184112488566084,-0.042091004969949726,0.30954419333354205,267.5209861450693,70029,0.0,0.022225274882520275,1802344.1330503528,14599182.00056735,0,0.3,1.0,0.002
0.027608298633155837,0.028637807119396695,1.2543829280590417,-0.06120514929474677,0.4938727601499494,267.5209861450693,70029,0.0,0.03412492630687249,2792578.4909986937,16996388.345798157,0,0.3,1.0,0.003
0.029526147746274267,0.03468404067042646,1.1287652945658877,-0.06718473337738824,0.5648618657714367,267.5209861450693,70029,0.9102564102564102,0.10978701970683014,3035642.411689342,17624956.107663076,16023,0.3,1.0,0.004
0.019923862696512362,0.01820808243583924,1.321052783672424,-0.042894212386481397,0.31094523229248516,267.5209861450693,70029,0.0,0.022070733954931285,1803275.1078137867,14684771.3032218,0,0.3,1.5,0.002
0.028088475021053272,0.02917503508192093,1.2586245012147728,-0.06220898677406775,0.49683779742291717,267.5209861450693,70029,0.0,0.034021899021813164,2797266.7100296905,17151737.769982688,0,0.3,1.5,0.003
0.03098720867610205,0.03583550102992393,1.1632170917738267,-0.0658295541659771,0.5755487711495749,267.5209861450693,70029,0.9102564102564102,0.11567102243132946,3072069.358744217,18118546.248441435,16795,0.3,1.5,0.004
0.020233798123115765,0.018519105466691336,1.3230301645068643,-0.04361138405380875,0.3122520850843938,267.5209861450693,70029,0.0,0.021950535455695405,1803092.5022069158,14771926.703436043,0,0.3,2.0,0.002
0.028600303526055137,0.029756511288138165,1.2628578175154388,-0.0631344495861174,0.4997295091416092,267.5209861450693,70029,0.0,0.03379867323751796,2800373.321719909,17318810.165240277,0,0.3,2.0,0.003
0.03188208344580157,0.03701410546146364,1.1690081908044336,-0.06894555832262063,0.58373882083111,267.5209861450693,70029,0.9102564102564102,0.12226476867512635,3095592.5146905724,18427307.198113237,17703,0.3,2.0,0.004
