date,daily_pnl,nav,overlay_notional,daily_return
1995-04-07,-2117.27579,10469755.414424999,5214965.0,-0.00020218692994412868
1995-04-10,12807.954039999999,10482563.368464999,5214965.0,0.0012233288680606328
1995-04-11,-6596.930725,10475966.437739998,5214965.0,-0.0006293241922912231
1995-04-12,18007.274145,10493973.711884998,5214965.0,0.0017189129281789137
1995-04-13,18179.36799,10512153.079874998,5214965.0,0.0017323626387029203
1995-04-17,-23029.28544,10489123.794434998,5214965.0,-0.0021907296502453157
1995-04-18,-14873.080179999999,10474250.714254998,5214965.0,-0.0014179525832168577
1995-04-19,-14581.04214,10459669.672114998,5214965.0,-0.001392084506833067
1995-04-20,9100.113925,10468769.786039999,5214965.0,0.0008700192463306122
1995-04-21,27571.519955,10496341.305994999,5214965.0,0.0026336924508327864
1995-04-24,38455.15191,10534796.457904998,5214965.0,0.003663672015699017
1995-04-25,-3509.671445,10531286.786459997,5214965.0,-0.00033315038017344545
1995-04-26,8229.21477,10539516.001229998,5214965.0,0.0007814063881140026
1995-04-27,10784.54762,10550300.548849998,5214965.0,0.0010232488492585166
1995-04-28,9386.937,10559687.485849999,5214965.0,0.0008897317148964105
1995-05-01,-3812.139415,10555875.346435,5214965.0,-0.0003610087344069517
1995-05-02,5246.25479,10561121.601225,5214965.0,0.0004969985546269659
1995-05-03,47800.369190000005,10608921.970415,5214965.0,0.004526069388733822
1995-05-04,-3421.01704,10605500.953375,5214965.0,-0.0003224660384475938
1995-05-05,-3160.26879,10602340.684585001,5214965.0,-0.0002979839239930945
1995-05-08,33271.4767,10635612.161285002,5214965.0,0.0031381255979044953
1995-05-09,2096.41593,10637708.577215001,5214965.0,0.0001971128599095054
1995-05-10,8578.617425,10646287.194640001,5214965.0,0.0008064347093860899
1995-05-11,10852.342165,10657139.536805002,5214965.0,0.001019354631956996
1995-05-12,12140.438520000002,10669279.975325001,5214965.0,0.0011391835940659058
1995-05-15,23164.874529999997,10692444.849855002,5214965.0,0.0021711750543217867
1995-05-16,9459.94651,10701904.796365002,5214965.0,0.0008847318497161515
1995-05-17,-7723.363165,10694181.433200002,5214965.0,-0.0007216811690965297
1995-05-18,-63507.84377,10630673.589430002,5214965.0,-0.005938541829189434
1995-05-19,-3535.74627,10627137.843160003,5214965.0,-0.0003325985169476596
1995-05-22,38074.459465,10665212.302625004,5214965.0,0.0035827576556284936
1995-05-23,44452.36166,10709664.664285004,5214965.0,0.004167977195264925
1995-05-24,99.08433500000001,10709763.748620003,5214965.0,9.251861575998088e-06
1995-05-25,-20.859859999999998,10709742.888760004,5214965.0,-1.947742311491897e-06
1995-05-26,-39075.732745,10670667.156015005,5214965.0,-0.003648615391692517
1995-05-30,-8938.45001,10661728.706005005,5214965.0,-0.000837665525436358
1995-05-31,73098.164405,10734826.870410005,5214965.0,0.006856126845905241
1995-06-01,8516.037844999999,10743342.908255005,5214965.0,0.0007933092864752801
1995-06-02,2232.00502,10745574.913275005,5214965.0,0.00020775703047558924
1995-06-05,32306.708175,10777881.621450005,5214965.0,0.003006512767882557
1995-06-06,-823.96447,10777057.656980006,5214965.0,-7.644957505927984e-05
1995-06-07,-15483.231085,10761574.425895005,5214965.0,-0.00143668444373335
1995-06-08,-2560.547815,10759013.878080005,5214965.0,-0.0002379343127376723
1995-06-09,-36395.240735,10722618.637345005,5214965.0,-0.0033827673379202756
1995-06-12,25897.51619,10748516.153535005,5214965.0,0.00241522309669798
1995-06-13,47596.985555,10796113.139090005,5214965.0,0.004428237802791668
1995-06-14,5282.759545,10801395.898635006,5214965.0,0.0004893205060877631
1995-06-15,13824.872215000001,10815220.770850006,5214965.0,0.00127991533175337
1995-06-16,22017.58223,10837238.353080006,5214965.0,0.002035795911752746
1995-06-19,47211.078145,10884449.431225006,5214965.0,0.004356375361217515
1995-06-20,2289.369635,10886738.800860006,5214965.0,0.0002103339860657669
1995-06-21,-1413.2555149999998,10885325.545345007,5214965.0,-0.0001298144045568734
1995-06-22,58230.299190000005,10943555.844535006,5214965.0,0.00534943111691329
1995-06-23,-13173.00159,10930382.842945006,5214965.0,-0.0012037222432212287
1995-06-26,-50074.093929999995,10880308.749015005,5214965.0,-0.00458118390265906
1995-06-27,-16917.34646,10863391.402555006,5214965.0,-0.0015548590440074789
1995-06-28,16604.44856,10879995.851115005,5214965.0,0.001528477428889674
1995-06-29,-401.552305,10879594.298810005,5214965.0,-3.690739504820224e-05
1995-06-30,16755.682545,10896349.981355006,5214965.0,0.0015401017799747735
1995-07-03,18561.93219323825,10914865.271550108,5448174.990677503,0.0016992194842111175
1995-07-05,11757.161629882052,10926622.43317999,5448174.990677503,0.0010771696523389134
1995-07-06,61057.697120522775,10987680.130300513,5448174.990677503,0.005587975377927777
1995-07-07,35304.17393959022,11022984.304240102,5448174.990677503,0.0032130689573162743
1995-07-10,11729.920754928664,11034714.22499503,5448174.990677503,0.0010641329454144383
1995-07-11,-16197.424247284216,11018516.800747747,5448174.990677503,-0.0014678607816226237
1995-07-12,60333.08984676267,11078849.890594508,5448174.990677503,0.005475609007799265
1995-07-13,3889.9969433437373,11082739.887537852,5448174.990677503,0.00035111920296400796
1995-07-14,-7404.069812330727,11075335.81772552,5448174.990677503,-0.0006680721452875532
1995-07-17,23181.984585332775,11098517.802310854,5448174.990677503,0.0020931179845790327
1995-07-18,-42207.011652778616,11056310.790658075,5448174.990677503,-0.0038029412940159264
1995-07-19,-88260.43484897554,10968050.3558091,5448174.990677503,-0.007982810588460502
1995-07-20,32912.4251186828,11000962.780927783,5448174.990677503,0.0030007543775773444
1995-07-21,4963.287416507205,11005926.06834429,5448174.990677503,0.0004511684581927085
1995-07-24,38464.11543418317,11044390.183778472,5448174.990677503,0.003494854971342659
1995-07-25,40545.31828062198,11084935.502059095,5448174.990677503,0.0036711233129171398
1995-07-26,12389.149928800642,11097324.651987895,5448174.990677503,0.0011176564740949012
1995-07-27,37461.65123589851,11134786.303223794,5448174.990677503,0.003375737162847475
1995-07-28,-14105.325050864056,11120680.97817293,5448174.990677503,-0.001266780041102408
1995-07-31,-3988.064093175932,11116692.914079754,5448174.990677503,-0.0003586168959440372
1995-08-01,-25132.43123199532,11091560.482847758,5448174.990677503,-0.0022607830787665976
1995-08-02,-8657.150060186552,11082903.332787571,5448174.990677503,-0.0007805168689810399
1995-08-03,-5001.424641441948,11077901.90814613,5448174.990677503,-0.0004512738667173411
1995-08-04,9114.796759403462,11087016.704905534,5448174.990677503,0.0008227908890131696
1995-08-07,13925.535276171699,11100942.240181705,5448174.990677503,0.001256021853923009
1995-08-08,4146.061167905579,11105088.30134961,5448174.990677503,0.0003734873201031305
1995-08-09,735.5036237414629,11105823.80497335,5448174.990677503,6.623122696389197e-05
1995-08-10,-14693.727949857226,11091130.077023493,5448174.990677503,-0.0013230651060102039
1995-08-11,-17374.230045270557,11073755.846978223,5448174.990677503,-0.0015664977260759767
1995-08-14,39025.277458222954,11112781.124436446,5448174.990677503,0.0035241229802688576
1995-08-15,-5262.937040994468,11107518.187395452,5448174.990677503,-0.0004735931520707279
1995-08-16,25197.80933188345,11132715.996727334,5448174.990677503,0.002268536400910567
1995-08-17,2162.9254712989687,11134878.922198633,5448174.990677503,0.00019428551594545556
1995-08-18,5464.519515649536,11140343.441714283,5448174.990677503,0.0004907569766884679
1995-08-21,-11081.58793103804,11129261.853783244,5448174.990677503,-0.0009947258797735566
1995-08-22,9365.412808974628,11138627.26659222,5448174.990677503,0.0008415124859149179
1995-08-23,-12607.076928427743,11126020.189663792,5448174.990677503,-0.0011318339887572595
1995-08-24,-2070.3064964574514,11123949.883167334,5448174.990677503,-0.00018607790217579041
1995-08-25,22190.41673702947,11146140.299904363,5448174.990677503,0.001994832498356333
1995-08-28,-14938.895824437714,11131201.404079925,5448174.990677503,-0.0013402752363135192
1995-08-29,1432.8700225481832,11132634.274102474,5448174.990677503,0.00012872554996832346
1995-08-30,17935.39206931034,11150569.666171784,5448174.990677503,0.0016110645178592218
1995-08-31,17652.08696979511,11168221.753141578,5448174.990677503,0.0015830659327968689
1995-09-01,16072.116222498633,11184293.869364077,5448174.990677503,0.001439093579779423
1995-09-05,52493.16603517774,11236787.035399254,5448174.990677503,0.004693471635162057
1995-09-06,20577.756939788927,11257364.792339044,5448174.990677503,0.0018312847680536407
1995-09-07,5066.802741330078,11262431.595080374,5448174.990677503,0.0004500878167133946
1995-09-08,27698.521652604424,11290130.116732977,5448174.990677503,0.002459373130816858
1995-09-11,14655.590724922484,11304785.7074579,5448174.990677503,0.0012980887353283756
1995-09-12,15832.396522908824,11320618.10398081,5448174.990677503,0.0014005039045069721
1995-09-13,20604.997814742317,11341223.101795552,5448174.990677503,0.001820130104689006
1995-09-14,30667.777022523667,11371890.878818076,5448174.990677503,0.0027040978514626395
1995-09-15,-9724.992358359343,11362165.886459718,5448174.990677503,-0.000855178128421272
1995-09-18,-6815.666913337556,11355350.21954638,5448174.990677503,-0.0005998563109750254
1995-09-19,16671.41547147316,11372021.635017853,5448174.990677503,0.0014681551118323583
1995-09-20,24609.406432890282,11396631.041450743,5448174.990677503,0.0021640309192790916
1995-09-21,-31021.908396917705,11365609.133053824,5448174.990677503,-0.002722024454778644
1995-09-22,-16829.412546202806,11348779.720507622,5448174.990677503,-0.0014807312436302873
1995-09-25,-9387.205508937337,11339392.514998684,5448174.990677503,-0.0008271554951388357
1995-09-26,-5012.320991423303,11334380.19400726,5448174.990677503,-0.000442027294212909
1995-09-27,-16573.348321640962,11317806.84568562,5448174.990677503,-0.001462219198399888
1995-09-28,49104.401190976336,11366911.246876596,5448174.990677503,0.004338685211763834
1995-09-29,-2903.877270031109,11364007.369606564,5448174.990677503,-0.0002554675766320995
1995-10-02,-34086.340105134885,11329874.263762604,5682003.684803282,-0.0030036152506596895
1995-10-03,-8568.461556683349,11321305.80220592,5682003.684803282,-0.0007562715487575654
1995-10-04,-24353.067793066864,11296952.734412853,5682003.684803282,-0.002151082942068611
1995-10-05,17369.88526444363,11314322.619677296,5682003.684803282,0.0015375726244769507
1995-10-06,2284.1654812909196,11316606.785158588,5682003.684803282,0.00020188265423147882
1995-10-09,-58740.55409349633,11257866.23106509,5682003.684803282,-0.00519065080272414
1995-10-10,-13540.214780886221,11244326.016284205,5682003.684803282,-0.0012027336711039162
1995-10-11,35137.5107868235,11279463.527071029,5682003.684803282,0.0031249103535362856
1995-10-12,44200.30666408473,11323663.833735114,5682003.684803282,0.003918653272649274
1995-10-13,20881.36354165206,11344545.197276765,5682003.684803282,0.0018440465778790072
1995-10-16,-9790.092348916054,11334755.104927849,5682003.684803282,-0.0008629779491968129
1995-10-17,32847.66330184777,11367602.768229697,5682003.684803282,0.0028979596822137927
1995-10-18,12693.596231850532,11380296.364461547,5682003.684803282,0.0011166467100104931
1995-10-19,17341.475246019618,11397637.839707566,5682003.684803282,0.0015238157856919893
1995-10-20,-31358.97833642931,11366278.861371137,5682003.684803282,-0.0027513576740594006
1995-10-23,-23716.683380368897,11342562.177990768,5682003.684803282,-0.002086582923895297
1995-10-24,8488.913505096103,11351051.091495864,5682003.684803282,0.0007484123403412299
1995-10-25,-45717.4016479272,11305333.689847937,5682003.684803282,-0.004027591918970255
1995-10-26,-52740.35820234406,11252593.331645593,5682003.684803282,-0.004665086378627113
1995-10-27,23222.349059791017,11275815.680705383,5682003.684803282,0.0020637330769327916
1995-10-30,36444.37163432825,11312260.052339712,5682003.684803282,0.0032320829522506775
1995-10-31,-9500.310160991088,11302759.742178721,5682003.684803282,-0.0008398242364509519
1995-11-01,27699.767963415998,11330459.510142138,5682003.684803282,0.0024507083752341586
1995-11-02,59297.390454607055,11389756.900596745,5682003.684803282,0.005233449746811125
1995-11-03,18546.060027197913,11408302.960623942,5682003.684803282,0.0016283104362153082
1995-11-06,-13415.210699820547,11394887.749924121,5682003.684803282,-0.0011759164133459503
1995-11-07,-26802.01138121708,11368085.738542905,5682003.684803282,-0.002352108416460252
1995-11-08,39774.025793622975,11407859.764336528,5682003.684803282,0.003498744354009524
1995-11-09,25995.166857975015,11433854.931194503,5682003.684803282,0.002278706733338465
1995-11-10,-5130.849327377364,11428724.081867125,5682003.684803282,-0.00044874185987612067
1995-11-13,-6630.898300165431,11422093.18356696,5682003.684803282,-0.0005801958514936877
1995-11-14,-35665.937129510196,11386427.246437449,5682003.684803282,-0.003122539499224484
1995-11-15,29546.419160977064,11415973.665598426,5682003.684803282,0.002594880599638609
1995-11-16,33523.821740339365,11449497.487338765,5682003.684803282,0.002936571397441224
1995-11-17,23228.031063475813,11472725.518402241,5682003.684803282,0.002028738037556924
1995-11-20,-29677.105245727544,11443048.413156513,5682003.684803282,-0.0025867528337643916
1995-11-21,12324.265992338318,11455372.679148851,5682003.684803282,0.001077008988109161
1995-11-22,-11233.321284856089,11444139.357863994,5682003.684803282,-0.0009806159606927164
1995-11-24,20102.92903683401,11464242.286900828,5682003.684803282,0.0017566134427591839
1995-11-27,10102.602551580236,11474344.889452407,5682003.684803282,0.0008812272367204611
1995-11-28,43830.97642457252,11518175.86587698,5682003.684803282,0.0038199110142544046
1995-11-29,24006.465568293865,11542182.331445275,5682003.684803282,0.002084224607076437
1995-11-30,-585.246379534738,11541597.08506574,5682003.684803282,-5.0705002115692844e-05
1995-12-01,8829.8337261843,11550426.918791924,5682003.684803282,0.0007650443574754325
1995-12-04,58979.19824825807,11609406.117040182,5682003.684803282,0.0051062353506866375
1995-12-05,26489.501178552902,11635895.618218735,5682003.684803282,0.002281727498504189
1995-12-06,12114.031856000598,11648009.650074735,5682003.684803282,0.0010410914856466274
1995-12-07,-37239.852150200706,11610769.797924535,5682003.684803282,-0.0031971000427494494
1995-12-08,11562.877498574679,11622332.67542311,5682003.684803282,0.0009958751831115847
1995-12-11,14193.645204638597,11636526.320627749,5682003.684803282,0.0012212389372275772
1995-12-12,-14045.913108833713,11622480.407518916,5682003.684803282,-0.0012070537823589444
1995-12-13,24676.942003100652,11647157.349522017,5682003.684803282,0.002123207881437846
1995-12-14,-43933.25249089898,11603224.097031118,5682003.684803282,-0.0037720150224210334
1995-12-15,-15193.677853163977,11588030.419177955,5682003.684803282,-0.0013094358711085215
1995-12-18,-97469.09120911549,11490561.32796884,5682003.684803282,-0.008411187033803958
1995-12-19,55820.004199507435,11546381.332168346,5682003.684803282,0.0048579005503966875
1995-12-20,-26404.27112328085,11519977.061045066,5682003.684803282,-0.002286800545008691
1995-12-21,40217.22208103763,11560194.283126103,5682003.684803282,0.003491085257194846
1995-12-22,19386.9965725488,11579581.279698651,5682003.684803282,0.0016770476427759395
1995-12-26,18068.771717674437,11597650.051416326,5682003.684803282,0.0015603994031591836
1995-12-27,8875.289755662727,11606525.34117199,5682003.684803282,0.0007652662148207375
1995-12-28,-1733.0111238650009,11604792.330048123,5682003.684803282,-0.00014931351743301748
1995-12-29,25301.962408429015,11630094.292456552,5682003.684803282,0.0021803029032165444
1996-01-02,38414.20144798399,11668481.885212252,5815047.146228276,0.003300712082841691
1996-01-03,-970.7979207381209,11667511.087291515,5815047.146228276,-8.319830551116775e-05
1996-01-04,-43688.284660300844,11623822.802631214,5815047.146228276,-0.0037444390953171145
1996-01-05,-4337.184816718286,11619485.617814496,5815047.146228276,-0.0003731289516678041
1996-01-08,17152.858677642576,11636638.476492139,5815047.146228276,0.0014762149755875936
1996-01-09,-96971.03728719146,11539667.439204948,5815047.146228276,-0.008333251693183344
1996-01-10,-89113.41572491123,11450554.023480037,5815047.146228276,-0.007722355621978866
1996-01-11,50052.218442920064,11500606.241922958,5815047.146228276,0.004371161285321703
1996-01-12,-8311.76307900642,11492294.478843952,5815047.146228276,-0.0007227239072586887
1996-01-15,-45591.136916324554,11446703.341927627,5815047.146228276,-0.003967104828391994
1996-01-16,54721.33071418998,11501424.672641817,5815047.146228276,0.004780531920815491
1996-01-17,-10776.694262575065,11490647.978379242,5815047.146228276,-0.0009369877705854685
1996-01-18,23987.975469359044,11514635.9538486,5815047.146228276,0.0020876085939186325
1996-01-19,35950.80979651308,11550586.763645114,5815047.146228276,0.0031221837963967894
1996-01-22,13910.811294897256,11564497.57494001,5815047.146228276,0.001204338063472247
1996-01-23,-1811.7764387985212,11562685.798501212,5815047.146228276,-0.00015666711217310743
1996-01-24,60391.17053575293,11623076.969036965,5815047.146228276,0.005222936226770135
1996-01-25,-48826.95261366124,11574250.016423304,5815047.146228276,-0.00420086288198319
1996-01-26,42613.27431268515,11616863.290735988,5815047.146228276,0.0036817309330814635
1996-01-29,46865.05812180875,11663728.348857796,5815047.146228276,0.004034226533351821
1996-01-30,20303.776717592482,11684032.125575388,5815047.146228276,0.0017407621397132708
1996-01-31,88302.4478829093,11772334.573458297,5815047.146228276,0.007557532103118966
1996-02-01,26899.425468808775,11799233.998927105,5815047.146228276,0.002284969502094769
1996-02-02,13654.930492976488,11812888.929420082,5815047.146228276,0.0011572726241566454
1996-02-05,62314.11967139736,11875203.049091479,5815047.146228276,0.005275095706368927
1996-02-06,65108.62387805456,11940311.672969533,5815047.146228276,0.00548273773584322
1996-02-07,-31707.2180747547,11908604.45489478,5815047.146228276,-0.002655476585802417
1996-02-08,35635.52728962688,11944239.982184406,5815047.146228276,0.0029924184168347192
1996-02-09,3516.1710080941457,11947756.1531925,5815047.146228276,0.00029438214682038163
1996-02-12,55172.992343518876,12002929.145536019,5815047.146228276,0.004617853899602427
1996-02-13,-21394.96347686887,11981534.18205915,5815047.146228276,-0.001782478528153713
1996-02-14,-9733.399298201533,11971800.782760948,5815047.146228276,-0.0008123666928043985
1996-02-15,-7781.459780375046,11964019.322980573,5815047.146228276,-0.0006499823979346217
1996-02-16,-17696.994695244448,11946322.328285329,5815047.146228276,-0.0014791847302730316
1996-02-20,-94237.92800846498,11852084.400276864,5815047.146228276,-0.007888446788794388
1996-02-21,67180.46550546776,11919264.865782332,5815047.146228276,0.005668240558926361
1996-02-22,147423.64933698566,12066688.515119318,5815047.146228276,0.012368518612268455
1996-02-23,32026.101170624155,12098714.616289942,5815047.146228276,0.0026540919764768615
1996-02-26,-25965.133462161248,12072749.48282778,5815047.146228276,-0.0021461067795748214
1996-02-27,-36310.22195005076,12036439.26087773,5815047.146228276,-0.003007618273012119
1996-02-28,-905.8595980881892,12035533.401279641,5815047.146228276,-7.525976565456051e-05
1996-02-29,-29064.449385412787,12006468.95189423,5815047.146228276,-0.0024148866873089187
1996-03-01,-36092.832299426766,11970376.119594803,5815047.146228276,-0.003006115490244276
1996-03-04,56727.5415777866,12027103.66117259,5815047.146228276,0.004738994080973492
1996-03-05,35928.16480836376,12063031.825980954,5815047.146228276,0.002987266578931419
1996-03-06,-16273.395936018227,12046758.430044936,5815047.146228276,-0.0013490303408608077
1996-03-07,-21746.525807068436,12025011.904237868,5815047.146228276,-0.001805176548807631
1996-03-08,-195930.36014751898,11829081.54409035,5815047.146228276,-0.016293568913513426
1996-03-11,90140.0308684159,11919221.574958766,5815047.146228276,0.007620205383861725
1996-03-12,-38708.70483042961,11880512.870128335,5815047.146228276,-0.0032475866470805465
1996-03-13,11166.211758993275,11891679.081887329,5815047.146228276,0.0009398762394399011
1996-03-14,4171.8079184154485,11895850.889805745,5815047.146228276,0.00035081739842530535
1996-03-15,7894.890221146703,11903745.780026892,5815047.146228276,0.0006636675504996841
1996-03-18,86350.58546973503,11990096.365496628,5815047.146228276,0.007254068346673034
1996-03-19,-2148.5013575707235,11987947.864139058,5815047.146228276,-0.00017918966554371807
1996-03-20,5824.113089571923,11993771.97722863,5815047.146228276,0.00048583069893013006
1996-03-21,-1336.9553368124266,11992435.021891817,5815047.146228276,-0.00011147079829024817
1996-03-22,47439.215032819026,12039874.236924637,5815047.146228276,0.0039557616902839874
1996-03-25,-10243.642248031654,12029630.594676606,5815047.146228276,-0.0008508097382458458
1996-03-26,-8963.071880503066,12020667.522796104,5815047.146228276,-0.0007450828859590249
1996-03-27,6007.384974219007,12026674.907770323,5815047.146228276,0.0004997546902305089
1996-03-28,-1467.8788960879265,12025207.028874235,5815047.146228276,-0.00012205193100705044
1996-03-29,-41016.01197050084,11984191.016903734,5815047.146228276,-0.0034108362435687056
1996-04-01,96221.84385776667,12080377.451089056,5992095.508451867,0.008026109901757335
1996-04-02,34263.100112472865,12114640.55120153,5992095.508451867,0.002836260725395194
1996-04-03,-15779.837588920322,12098860.713612609,5992095.508451867,-0.0013025427805496174
1996-04-04,29883.645672918192,12128744.359285526,5992095.508451867,0.002469955343753551
1996-04-08,-117418.07359532088,12011326.285690205,5992095.508451867,-0.009680975220277263
1996-04-09,-36740.96000606366,11974585.325684141,5992095.508451867,-0.003058859540751587
1996-04-10,-68586.36647908806,11905998.959205054,5992095.508451867,-0.005727661093363924
1996-04-11,-80618.07154904031,11825380.887656013,5992095.508451867,-0.0067712143958077375
1996-04-12,61973.25696795797,11887354.14462397,5992095.508451867,0.005240698592013149
1996-04-15,68086.3126107337,11955440.457234705,5992095.508451867,0.005727625490280033
1996-04-16,105024.45424685905,12060464.911481563,5992095.508451867,0.008784657882119577
1996-04-17,-39597.78571460854,12020867.125766955,5992095.508451867,-0.0032832719140794145
1996-04-18,29935.684076127447,12050802.809843082,5992095.508451867,0.0024903098722353365
1996-04-19,6468.172278510638,12057270.982121592,5992095.508451867,0.0005367420229652427
1996-04-22,80348.18037928877,12137619.16250088,5992095.508451867,0.006663877796097293
1996-04-23,22854.49761773891,12160473.660118619,5992095.508451867,0.0018829473319073307
1996-04-24,-57864.84454770687,12102608.815570911,5992095.508451867,-0.004758436732401355
1996-04-25,31207.903898805933,12133816.719469717,5992095.508451867,0.002578609651388061
1996-04-26,52494.432990995454,12186311.152460713,5992095.508451867,0.004326291900121129
1996-04-29,61137.51609708779,12247448.6685578,5992095.508451867,0.005016900958149445
1996-04-30,23004.07579843194,12270452.744356232,5992095.508451867,0.0018782749306382894
1996-05-01,25288.491156620574,12295741.235512853,5992095.508451867,0.002060925679229912
1996-05-02,-113167.41653714699,12182573.818975706,5992095.508451867,-0.00920378969998931
1996-05-03,-52777.6468131954,12129796.17216251,5992095.508451867,-0.004332224667581179
1996-05-06,-24155.484006670507,12105640.68815584,5992095.508451867,-0.001991417140389159
1996-05-07,-39005.41694539248,12066635.271210447,5992095.508451867,-0.0032220861291179055
1996-05-08,6035.935445333889,12072671.206655782,5992095.508451867,0.0005002169461221543
1996-05-09,33040.35576409773,12105711.56241988,5992095.508451867,0.002736789166086375
1996-05-10,127914.80663325221,12233626.369053133,5992095.508451867,0.01056648392568202
1996-05-13,81699.53740797998,12315325.906461112,5992095.508451867,0.006678276329793028
1996-05-14,49630.844193113706,12364956.750654226,5992095.508451867,0.004030006560124864
1996-05-15,5791.294200121077,12370748.044854347,5992095.508451867,0.000468363482129776
1996-05-16,49028.09320496852,12419776.138059314,5992095.508451867,0.003963227852285058
1996-05-17,18496.199277828317,12438272.337337142,5992095.508451867,0.001489253837768262
1996-05-20,5839.506654008299,12444111.843991151,5992095.508451867,0.0004694789192290172
1996-05-21,-7082.295712651791,12437029.5482785,5992095.508451867,-0.0005691282593278435
