quarter,trailing_nav_used,n_new_positions,cap_status,outstanding_premium_before,premium_budget,outstanding_premium_after,quarter_realized_pnl
1996Q1,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1996Q2,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1996Q3,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1996Q4,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1997Q1,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1997Q2,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1997Q3,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1997Q4,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1998Q1,10000000.0,1311,ok,0.0,4000000.0,3480421.875,-38243.90625
1998Q2,9961756.09375,1372,ok,14506.25,3984702.4375,3392362.5,-129445.0625
1998Q3,9832311.03125,1061,ok,0.0,3932924.4125,3513865.625,-145150.34375
1998Q4,9687160.6875,847,ok,3093.75,3874864.2750000004,3438515.625,-13800.15625
1999Q1,9673360.53125,945,ok,1175.0,3869344.2125000004,3305762.5,-115681.375
1999Q2,9557679.15625,1047,ok,8656.25,3823071.6625,3191778.125,-27937.40625
1999Q3,9529741.75,1090,ok,16287.5,3811896.7,3252812.5,-102148.875
1999Q4,9427592.875,944,ok,17062.5,3771037.1500000004,3289321.875,-11970.90625
2000Q1,9415621.96875,936,ok,0.0,3766248.7875,2789303.125,-46572.84375
2000Q2,9369049.125,741,ok,6175.0,3747619.6500000004,3222762.5,-44638.25
2000Q3,9324410.875,819,ok,4775.0,3729764.35,2990475.0,-89189.75
2000Q4,9235221.125,627,ok,2625.0,3694088.45,3356401.875,17496.693750000006
2001Q1,9252717.81875,819,ok,0.0,3701087.1275,3252388.75,-67586.03749999999
2001Q2,9185131.78125,879,ok,0.0,3674052.7125000004,3265518.75,27529.4375
2001Q3,9212661.21875,952,ok,1305.0,3685064.4875000003,3410097.5,5708.724999999991
2001Q4,9218369.94375,928,ok,8137.5,3687347.9775,3385350.0,17718.625
2002Q1,9236088.56875,1089,ok,0.0,3694435.4275,3409665.0,11475.050000000017
2002Q2,9247563.61875,1114,ok,6655.0,3699025.4475000002,3460755.0,-27050.5
2002Q3,9220513.11875,712,ok,9300.0,3688205.2475000005,3564075.0,145741.75
2002Q4,9366254.86875,772,ok,2685.0000000000005,3746501.9475000002,3560715.0,49289.09999999999
2003Q1,9415543.96875,920,ok,0.0,3766217.5875000004,3660105.0,-70118.14999999998
2003Q2,9345425.81875,1161,ok,0.0,3738170.3275,3566252.5,19077.425000000003
2003Q3,9364503.24375,1272,ok,0.0,3745801.2975000003,3518292.5,7711.22500000002
2003Q4,9372214.46875,1324,ok,7227.5,3748885.7875,3506165.0,-440.625
2004Q1,9371773.84375,1420,ok,0.0,3748709.5375,3521695.0,29201.65000000001
2004Q2,9400975.49375,1371,ok,15835.0,3760390.1975000002,3541500.0,-41872.44999999998
2004Q3,9359103.043750001,1328,ok,21320.0,3743641.2175000007,3562202.5,-11601.474999999991
2004Q4,9347501.568750001,1466,ok,11390.0,3739000.627500001,3496972.5,134602.525
2005Q1,9482104.093750002,1516,ok,0.0,3792841.637500001,3575172.5,5769.824999999997
2005Q2,9487873.918750001,1461,ok,6640.0,3795149.567500001,3600550.0,42545.2
2005Q3,9530419.11875,1605,ok,20265.0,3812167.6475000004,3526175.0,43557.70000000001
2005Q4,9573976.81875,1496,ok,4087.5,3829590.7275,3531127.5,128023.8
2006Q1,9702000.61875,1631,ok,0.0,3880800.2475000005,3503532.5,-41650.97499999999
2006Q2,9660349.64375,1654,ok,10540.0,3864139.8575000004,3462760.0,-45064.09999999999
2006Q3,9615285.543750001,1498,ok,11502.5,3846114.2175000007,3527955.0,53258.925
2006Q4,9668544.468750002,1703,ok,9215.0,3867417.787500001,3451235.0,-38215.59999999999
2007Q1,9630328.868750002,1790,ok,0.0,3852131.5475000013,3531626.5,-24850.795
2007Q2,9605478.073750002,1900,ok,14890.0,3842191.2295000013,3499139.5,2364.015000000014
2007Q3,9607842.088750003,1667,ok,11632.5,3843136.8355000014,3358339.5,-29681.709999999992
2007Q4,9578160.378750002,1557,ok,20715.0,3831264.151500001,3073796.5,-39415.94500000003
2008Q1,9538744.433750002,1461,ok,3460.0,3815497.773500001,3198830.0,-90340.59999999998
2008Q2,9448403.833750002,1574,ok,4510.0,3779361.533500001,3000247.0,-53998.61
2008Q3,9394405.223750003,1341,ok,3679.9999999999995,3757762.089500001,3006299.0,-31676.069999999992
2008Q4,9362729.153750002,590,ok,3925.0,3745091.6615000013,3326077.0,-50623.55999999998
2009Q1,9312105.593750002,865,ok,0.0,3724842.2375000007,3189888.5,-90720.655
2009Q2,9221384.938750003,1270,ok,0.0,3688553.975500001,2945310.0,-13566.299999999974
2009Q3,9207818.638750002,1624,ok,6245.0,3683127.455500001,3090755.0,14508.700000000012
2009Q4,9222327.338750001,1607,ok,13037.5,3688930.9355000006,3121620.0,-74400.975
2010Q1,9147926.363750001,1869,ok,0.0,3659170.545500001,3271849.0,-38463.970000000016
2010Q2,9109462.39375,1852,ok,22852.5,3643784.9575000005,3115459.5,-25073.709999999977
2010Q3,9084388.68375,1798,ok,6130.0,3633755.4735000003,3164246.0,-22187.979999999996
2010Q4,9062200.70375,1916,ok,16687.5,3624880.2815,3125999.0,26306.655
2012Q1,9088507.358749999,1936,ok,0.0,3635402.9434999996,3117313.5,48425.095
2012Q2,9136932.45375,1950,ok,3750.0,3654772.9814999998,3160075.5,28516.735
2012Q3,9165449.188749999,1930,ok,13916.0,3666179.6755,3175643.0,113555.19
2012Q4,9279004.378749998,2000,ok,12160.5,3711601.7514999993,3290079.0,-28165.554999999993
2013Q1,9250838.823749999,2118,ok,520.0,3700335.5294999997,3348630.0,49303.2
2013Q2,9300142.023749998,2239,ok,23267.5,3720056.8094999995,3330199.0,67317.55500000001
2013Q3,9367459.578749998,2128,ok,9682.5,3746983.8314999994,3274993.5,41842.67000000001
