cell,day,cumulative_mean,marginal_return
fine:10_2_3,16,0.015128969165861931,0.0003601659072347777
fine:10_2_3,17,0.01662284403016156,0.0014938748642996276
fine:10_2_3,18,0.015911189016169353,-0.0007116550139922052
fine:10_2_3,19,0.018458983106985027,0.0025477940908156735
fine:10_2_3,20,0.018897846947401185,0.00043886384041615795
fine:10_2_3,21,0.019258918989902327,0.00036107204250114197
fine:10_2_3,22,0.01704351352483989,-0.0022154054650624366
fine:10_2_3,23,0.015658604202339634,-0.0013849093225002558
fine:10_2_3,24,0.016104872920021194,0.0004462687176815597
fine:10_2_3,25,0.014909610336424073,-0.001195262583597121
fine:10_2_3,26,0.016628398063233598,0.0017187877268095252
fine:10_2_3,27,0.017225548945091422,0.000597150881857824
fine:10_2_3,28,0.016330823593795837,-0.0008947253512955854
fine:10_2_3,29,0.017031539736793742,0.0007007161429979057
fine:10_2_3,30,0.014735013450677018,-0.002296526286116724
fine:10_2_3,31,0.015067324147175506,0.00033231069649848795
fine:10_2_3,32,0.015826398295071528,0.000759074147896022
fine:10_2_3,33,0.016634243080180036,0.000807844785108508
fine:10_2_3,34,0.016346532051185747,-0.00028771102899428913
fine:10_2_3,35,0.013506106489369769,-0.002840425561815978
fine:10_2_3,36,0.014368608927004763,0.0008625024376349936
fine:10_2_3,37,0.015638664802316994,0.0012700558753122315
fine:10_2_3,38,0.013642383748050869,-0.0019962810542661254
fine:10_2_3,39,0.014534643089222489,0.0008922593411716199
fine:10_2_3,40,0.017443355813158406,0.0029087127239359172
fine:10_2_3,41,0.01765300144768203,0.0002096456345236225
fine:10_2_3,42,0.018455476968883236,0.0008024755212012076
fine:10_2_3,43,0.01775902601687976,-0.0006964509520034773
fine:10_2_3,44,0.01771141387643096,-4.7612140448797385e-05
fine:10_2_3,45,0.01784908171430985,0.00013766783787888884
fine:10_2_3,46,0.017271245044226762,-0.000577836670083088
fine:10_2_3,47,0.01735959674463459,8.835170040782936e-05
fine:10_2_3,48,0.016891345677958493,-0.00046825106667609806
fine:10_2_3,49,0.01684652159374607,-4.482408421242409e-05
fine:10_2_3,50,0.01803240151179739,0.0011858799180513198
fine:10_2_3,51,0.016351534033811965,-0.0016808674779854246
fine:10_2_3,52,0.017688068594304898,0.0013365345604929336
fine:10_2_3,53,0.016149706162305297,-0.0015383624319996007
fine:10_2_3,54,0.016619055219106584,0.00046934905680128675
fine:10_2_3,55,0.014618821446479595,-0.002000233772626989
fine:10_2_3,56,0.015143693448019167,0.0005248720015395714
fine:10_2_3,57,0.01561957292947107,0.0004758794814519029
fine:10_2_3,58,0.01636910084446702,0.0007495279149959521
fine:10_2_3,59,0.014519199287907649,-0.0018499015565593725
fine:10_2_3,60,0.013584946547062262,-0.0009342527408453868
fine:10_2_3,61,0.015222272801872374,0.001637326254810112
fine:10_2_3,62,0.01589379359077882,0.0006715207889064472
fine:10_2_3,63,0.016740426767643393,0.000846633176864571
fine:10_2_3,64,0.017647985508152036,0.0009075587405086433
fine:10_2_3,65,0.014686142186310135,-0.002961843321841901
fine:10_2_3,66,0.015084748662273419,0.0003986064759632837
fine:10_2_3,67,0.013650048940744723,-0.0014346997215286955
fine:10_2_3,68,0.010773515857542484,-0.002876533083202239
fine:10_2_3,69,0.01076640445404001,-7.111403502473371e-06
fine:10_2_3,70,0.012204268286789305,0.0014378638327492942
fine:10_2_3,71,0.01307616215011457,0.0008718938633252658
fine:10_2_3,72,0.012450293672649902,-0.0006258684774646684
fine:10_2_3,73,0.012653326452482702,0.0002030327798327996
fine:10_2_3,74,0.013584962762278257,0.0009316363097955551
fine:10_2_3,75,0.01254122423927817,-0.0010437385230000866
fine:10_2_3,76,0.0128484507574516,0.00030722651817343023
fine:10_2_3,77,0.013640395787374006,0.0007919450299224053
fine:10_2_3,78,0.013830799520070436,0.00019040373269643002
fine:10_2_3,79,0.013000935645111351,-0.0008298638749590845
fine:10_2_3,80,0.010850044328859278,-0.0021508913162520734
fine:10_2_3,81,0.010659072601136294,-0.00019097172772298415
fine:10_2_3,82,0.010436955086289538,-0.00022211751484675635
fine:10_2_3,83,0.012210104003435338,0.0017731489171458007
fine:10_2_3,84,0.011477305907927981,-0.000732798095507357
fine:10_2_3,85,0.011185595867913616,-0.00029171004001436567
fine:10_2_3,86,0.011213895488945629,2.8299621032013e-05
fine:10_2_3,87,0.009603090146479205,-0.0016108053424664232
fine:10_2_3,88,0.009336712418730944,-0.0002663777277482609
fine:10_2_3,89,0.007740874474678028,-0.0015958379440529167
fine:10_2_3,90,0.007301452060853201,-0.0004394224138248269
fine:10_2_3,91,0.006594703691084999,-0.0007067483697682023
fine:10_2_3,92,0.006913274944394964,0.00031857125330996515
fine:10_2_3,93,0.006974500166141381,6.122522174641706e-05
fine:10_2_3,94,0.00862746581778088,0.0016529656516394995
fine:10_2_3,95,0.009179123254516058,0.0005516574367351781
fine:10_2_3,96,0.009026651655074124,-0.00015247159944193484
fine:10_2_3,97,0.009805430844525917,0.0007787791894517931
fine:10_2_3,98,0.010496662379787833,0.0006912315352619169
fine:10_2_3,99,0.010860304992338457,0.0003636426125506239
fine:10_2_3,100,0.009150165307328043,-0.0017101396850104141
fine:10_2_3,101,0.008181177005432269,-0.0009689883018957745
fine:10_2_3,102,0.007159371564535274,-0.0010218054408969949
fine:10_2_3,103,0.006397839228976205,-0.0007615323355590689
fine:10_2_3,104,0.006389719266836464,-8.11996213974115e-06
fine:10_2_3,105,0.006597204831996088,0.00020748556515962427
fine:10_2_3,106,0.007492474379849,0.0008952695478529121
fine:10_2_3,107,0.007028486433137642,-0.0004639879467113585
fine:10_2_3,108,0.007479532479382773,0.0004510460462451311
fine:10_2_3,109,0.009504025204135272,0.0020244927247524995
fine:10_2_3,110,0.009002421659283158,-0.0005016035448521146
fine:10_2_3,111,0.008098410751840528,-0.00090401090744263
fine:10_2_3,112,0.00946185701310568,0.0013634462612651527
fine:10_2_3,113,0.008443082368045992,-0.001018774645059688
fine:10_2_3,114,0.006577560362154017,-0.001865522005891975
fine:10_2_3,115,0.006835502912303586,0.00025794255014956885
fine:10_2_3,116,0.00607713783073734,-0.0007583650815662464
fine:10_2_3,117,0.005792772758424529,-0.0002843650723128111
fine:10_2_3,118,0.006174029697573477,0.00038125693914894867
fine:10_2_3,119,0.005877621940633146,-0.00029640775694033186
fine:10_2_3,120,0.006126017217875685,0.00024839527724253904
fine:10_2_3,121,0.0066798681046123486,0.000553850886736664
fine:10_2_3,122,0.008105061042139075,0.0014251929375267269
fine:10_2_3,123,0.010888830352690913,0.002783769310551838
fine:10_2_3,124,0.008997172335080392,-0.0018916580176105216
fine:10_2_3,125,0.008761618980627772,-0.0002355533544526195
fine:10_2_3,126,0.007937818982041687,-0.0008237999985860854
fine:10_2_3,127,0.011453906088285476,0.003516087106243789
fine:10_2_3,128,0.011789069623358406,0.00033516353507292984
fine:10_2_3,129,0.012339195410942243,0.000550125787583837
fine:10_2_3,130,0.0132318016363303,0.0008926062253880578
fine:10_2_3,131,0.011548467845555762,-0.0016833337907745383
fine:10_2_3,132,0.010534559538727102,-0.0010139083068286606
fine:10_2_3,133,0.00927556240646668,-0.001258997132260421
fine:10_2_3,134,0.010328031582557986,0.001052469176091305
fine:10_2_3,135,0.010149021120590815,-0.0001790104619671714
fine:10_2_3,136,0.010468239323955198,0.00031921820336438395
fine:10_2_3,137,0.009146481424799081,-0.0013217578991561174
fine:10_2_3,138,0.007838588827655328,-0.0013078925971437526
fine:10_2_3,139,0.008013817347932054,0.0001752285202767257
fine:10_2_3,140,0.006422497044461739,-0.001591320303470315
fine:10_2_3,141,0.005226595089663862,-0.0011959019547978771
fine:10_2_3,142,0.005709274737166877,0.00048267964750301536
fine:10_2_3,143,0.004444941849473897,-0.0012643328876929807
fine:10_2_3,144,0.0059945990541581656,0.001549657204684269
fine:10_2_3,145,0.0059708185896164955,-2.3780464541670043e-05
fine:10_2_3,146,0.004765132347734646,-0.0012056862418818497
fine:10_2_3,147,0.005889381787474623,0.001124249439739977
fine:10_2_3,148,0.0069235455771262675,0.0010341637896516447
fine:10_2_3,149,0.00737605584124557,0.00045251026411930254
fine:10_2_3,150,0.007975559365105942,0.0005995035238603721
fine:10_2_3,151,0.006081618600687259,-0.001893940764418683
fine:10_2_3,152,0.005387413594817784,-0.0006942050058694749
fine:10_2_3,153,0.006655668807411206,0.0012682552125934214
fine:10_2_3,154,0.006184320091224287,-0.0004713487161869187
fine:10_2_3,155,0.005479244367756309,-0.0007050757234679777
fine:10_2_3,156,0.0059881437275680965,0.0005088993598117873
fine:10_2_3,157,0.00462161113315525,-0.0013665325944128464
fine:10_2_3,158,0.0054989049665333505,0.0008772938333781004
fine:10_2_3,159,0.005103317223507523,-0.0003955877430258277
fine:10_2_3,160,0.004708800679303996,-0.000394516544203527
fine:10_2_3,161,0.004696120085997891,-1.2680593306104923e-05
fine:10_2_3,162,0.006211219402522075,0.0015150993165241843
fine:10_2_3,163,0.005304249887297094,-0.0009069695152249813
fine:10_2_3,164,0.005266387139180904,-3.786274811619014e-05
fine:10_2_3,165,0.004697830983643429,-0.0005685561555374748
fine:10_2_3,166,0.005516826855556321,0.000818995871912892
fine:10_2_3,167,0.003880247638945736,-0.001636579216610585
fine:10_2_3,168,0.005268930677120011,0.0013886830381742749
fine:10_2_3,169,0.003594527219647743,-0.001674403457472268
fine:10_2_3,170,0.00575089325358266,0.002156366033934917
fine:10_2_3,171,0.008990862936528433,0.0032399696829457734
fine:10_2_3,172,0.010332376005636433,0.0013415130691079996
fine:10_2_3,173,0.008513171602517605,-0.0018192044031188279
fine:10_2_3,174,0.00950471694835361,0.0009915453458360056
fine:10_2_3,175,0.015553042692305162,0.006048325743951552
fine:10_2_3,176,0.01361731306437221,-0.0019357296279329528
fine:10_2_3,177,0.015632583239752904,0.002015270175380694
fine:10_2_3,178,0.015017994659194678,-0.0006145885805582257
fine:10_2_3,179,0.016511419929157264,0.0014934252699625866
fine:10_2_3,180,0.018338975933135153,0.0018275560039778885
fine:10_2_3,181,0.01900532806768421,0.0006663521345490579
fine:10_2_3,182,0.018716518573566224,-0.0002888094941179871
fine:10_2_3,183,0.016779442885927757,-0.001937075687638467
fine:10_2_3,184,0.015680033313060966,-0.0010994095728667913
fine:10_2_3,185,0.011249211272216373,-0.0044308220408445925
