quarter,trailing_nav_used,base_unit,n_new_positions,cap_status,quarter_realized_pnl
1996Q1,10000000.0,15000.0,22,priority_capped,-15419.90625
1996Q2,9984580.09375,14976.870140625,20,priority_capped,923069.3125
1996Q3,10907649.40625,16361.474109375,23,priority_capped,-428483.25
1996Q4,10479166.15625,15718.749234375,21,priority_capped,479180.28125
1997Q1,10958346.4375,16437.51965625,22,priority_capped,-217834.875
1997Q2,10740511.5625,16110.76734375,27,priority_capped,656977.65625
1997Q3,11397489.21875,17096.233828125,25,priority_capped,409070.59375
1997Q4,11806559.8125,17709.83971875,23,priority_capped,-120236.75
1998Q1,11686323.0625,17529.48459375,23,priority_capped,-886327.34375
1998Q2,10799995.71875,16199.993578125,32,priority_capped,189253.46875
1998Q3,10989249.1875,16483.87378125,27,priority_capped,36858.125
1998Q4,11026107.3125,16539.16096875,33,priority_capped,660856.8125
1999Q1,11686964.125,17530.4461875,32,priority_capped,413818.75
1999Q2,12100782.875,18151.1743125,28,priority_capped,786898.875
1999Q3,12887681.75,19331.522625,28,priority_capped,461581.3125
1999Q4,13349263.0625,20023.89459375,33,priority_capped,26296.28125
2000Q1,13375559.34375,20063.339015625,26,priority_capped,3224022.53125
2000Q2,16599581.875,24899.3728125,26,priority_capped,-2148271.3125
2000Q3,14451310.5625,21676.96584375,21,priority_capped,-297096.625
2000Q4,14154213.9375,21231.32090625,19,priority_capped,-272828.15625
2001Q1,13881385.78125,20822.078671875,21,priority_capped,-598890.3875000001
2001Q2,13282495.39375,19923.743090625,19,priority_capped,-586627.525
2001Q3,12695867.86875,19043.801803125,25,priority_capped,80298.875
2001Q4,12776166.74375,19164.250115625,18,priority_capped,1185335.75
2002Q1,13961502.49375,20942.253740625,22,priority_capped,828272.4750000001
2002Q2,14789774.96875,22184.662453125,19,priority_capped,-36752.00000000009
2002Q3,14753022.96875,22129.534453125,20,priority_capped,572251.0499999998
2002Q4,15325274.01875,22987.911028125003,30,priority_capped,122807.97499999983
2003Q1,15448081.99375,23172.122990625,27,priority_capped,-191949.25
2003Q2,15256132.74375,22884.199115625,21,priority_capped,1477022.025
2003Q3,16733154.76875,25099.732153125,19,priority_capped,111567.42500000018
2003Q4,16844722.19375,25267.083290625003,18,priority_capped,1561682.825
2004Q1,18406405.01875,27609.607528125,19,priority_capped,1354783.1499999997
2004Q2,19761188.16875,29641.782253125,19,priority_capped,979605.9249999998
2004Q3,20740794.09375,31111.191140625,28,priority_capped,-1098335.25
2004Q4,19642458.84375,29463.688265625,27,priority_capped,2115802.975
2005Q1,21758261.81875,32637.392728125003,29,priority_capped,-704275.2500000002
2005Q2,21053986.56875,31580.979853125,28,priority_capped,-249730.72499999992
2005Q3,20804255.84375,31206.383765625,25,priority_capped,116349.77499999988
2005Q4,20920605.61875,31380.908428125,29,priority_capped,1058686.55
2006Q1,21979292.16875,32968.938253125,31,priority_capped,1844681.325
2006Q2,23823973.49375,35735.960240625,28,priority_capped,935077.1499999998
2006Q3,24759050.643749997,37138.575965624994,38,priority_capped,-254037.22499999998
2006Q4,24505013.418749996,36757.520128125,33,priority_capped,557285.4
2007Q1,25062298.818749994,37593.448228124995,34,priority_capped,1000216.7250000002
2007Q2,26062515.543749996,39093.773315624996,34,priority_capped,1906752.8249999995
2007Q3,27969268.368749995,41953.90255312499,35,priority_capped,568973.7
2007Q4,28538242.068749994,42807.36310312499,41,priority_capped,2639227.8999999994
2008Q1,31177469.968749993,46766.20495312499,40,priority_capped,-2859150.425
2008Q2,28318319.54374999,42477.47931562499,34,priority_capped,204641.47499999986
2008Q3,28522961.018749993,42784.44152812499,32,priority_capped,2823171.06
2008Q4,31346132.078749992,47019.19811812499,49,priority_capped,427437.8500000002
2009Q1,31773569.928749993,47660.35489312499,35,priority_capped,-189770.07499999998
2009Q2,31583799.853749994,47375.69978062499,40,priority_capped,5645407.8
2009Q3,37229207.653749995,55843.811480624994,35,priority_capped,2828117.425
2009Q4,40057325.07874999,60085.987618124986,28,priority_capped,-854479.0999999997
2010Q1,39202845.97874999,58804.26896812499,50,priority_capped,-326424.1750000002
2010Q2,38876421.80374999,58314.632705624994,48,priority_capped,1872097.505
2010Q3,40748519.308749996,61122.778963125,40,priority_capped,-140050.1600000001
2010Q4,40608469.14875,60912.703723125,40,priority_capped,2094859.9250000005
2012Q1,42703329.07375,64054.993610624995,51,priority_capped,358857.25
2012Q2,43062186.32375,64593.279485625,54,priority_capped,1609131.525
2012Q3,44671317.848749995,67006.97677312499,51,priority_capped,1941753.0749999995
2012Q4,46613070.92375,69919.606385625,42,priority_capped,-2856417.54
2013Q1,43756653.38375,65634.980075625,44,priority_capped,-39534.92499999961
2013Q2,43717118.45875,65575.67768812501,46,priority_capped,978231.5899999997
2013Q3,44695350.04875,67043.025073125,0,ok,811247.0
