strategy,label,ann_return,ann_vol,sharpe,max_drawdown,final_nav
extreme,Extreme decile L/S,0.049094205939049784,0.05324941854988347,0.926828087075701,-0.18479505253775413,25432376.367219407
rankweighted,Rank-weighted (all deciles),0.0388213761505698,0.03862881877320431,1.0053717956969113,-0.13962889570946602,20996808.33989481
balanced,"Extreme decile, size-neutral",0.04735190613815732,0.05258387476862165,0.9062633882345775,-0.17533114792058116,24622255.822006337
strategy4,"Trimmed/tilted, size-neutral, priority cap",0.05261535259622896,0.044123868511131,1.184324474210892,-0.13069567778981514,27147442.31390693
strategy5,+ Sector-neutral,0.040604165005516446,0.030213329377891878,1.332594080756522,-0.10831499898947916,21709851.638994586
strategy6,+ Leverage cap 2.5x,0.06492771889104043,0.049398392338975285,1.2983288640872344,-0.16625828046264454,34048037.354128525
strategy6_beta050,+ 0.5x market beta overlay,0.10080086794805387,0.10513189646845643,0.9668652791604941,-0.23226198248668525,64912422.77596689
strategy7,Unconstrained net exposure (no long=short),0.07296850653448073,0.06556009054156349,1.1072135888505663,-0.15538928129550095,39420102.44290227
