quarter,trailing_nav_used,n_new_positions,cap_status,outstanding_premium_before,premium_budget,outstanding_premium_after,quarter_realized_pnl
1996Q1,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1996Q2,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1996Q3,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1996Q4,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1997Q1,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1997Q2,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1997Q3,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1997Q4,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1998Q1,10000000.0,1311,ok,0.0,4000000.0,3480421.875,443493.59375
1998Q2,10443493.59375,1372,ok,195343.75,4177397.4375,3584125.0,-245813.4375
1998Q3,10197680.15625,1062,ok,103093.75,4079072.0625,3648871.875,-678495.21875
1998Q4,9519184.9375,839,ok,110600.0,3807673.975,3354500.0,439695.5
1999Q1,9958880.4375,942,ok,144365.625,3983552.1750000003,3411962.5,-232412.28125
1999Q2,9726468.15625,1042,ok,143759.375,3890587.2625,3253896.875,279883.375
1999Q3,10006351.53125,1095,ok,102431.25,4002540.6125000003,3453606.25,-326791.5
1999Q4,9679560.03125,944,ok,108293.75,3871824.0125,3388178.125,580625.34375
2000Q1,10260185.375,953,ok,103393.75,4104074.1500000004,3131003.125,54071.71875
2000Q2,10314257.09375,746,ok,138900.0,4125702.8375000004,3598859.375,105588.71875
2000Q3,10419845.8125,832,ok,151575.0,4167938.325,3443218.75,-44936.1875
2000Q4,10374909.625,630,ok,142625.0,4149963.85,3802132.5,644185.4
2001Q1,11019095.025,830,ok,85661.25,4407638.010000001,3943031.875,30245.131250000006
2001Q2,11049340.15625,893,ok,119705.0,4419736.0625,3989343.75,305224.5875
2001Q3,11354564.74375,959,ok,178175.0,4541825.8975,4272725.0,163636.0
2001Q4,11518200.74375,939,ok,172542.5,4607280.2975,4311990.0,358931.575
2002Q1,11877132.31875,1097,ok,189700.0,4750852.9275,4462037.5,181787.375
2002Q2,12058919.69375,1119,ok,247857.5,4823567.8775,4598630.0,-58478.175
2002Q3,12000441.518749999,712,ok,121777.5,4800176.6075,4680900.0,2077523.825
2002Q4,14077965.343749998,775,ok,162472.5,5631186.137499999,5434897.5,261784.75
2003Q1,14339750.093749998,921,ok,222095.0,5735900.0375,5619845.0,-489310.0
2003Q2,13850440.093749998,1163,ok,187997.5,5540176.0375,5362140.0,1092033.225
2003Q3,14942473.318749998,1277,ok,207705.0,5976989.3275,5767447.5,38555.225000000035
2003Q4,14981028.543749997,1331,ok,187070.0,5992411.4174999995,5763650.0,952075.1
2004Q1,15933103.643749997,1425,ok,185780.0,6373241.4575,6122517.5,591805.375
2004Q2,16524909.018749997,1376,ok,195157.5,6609963.607499999,6392710.0,-604601.575
2004Q3,15920307.443749998,1331,ok,210925.0,6368122.977499999,6187132.5,146928.775
2004Q4,16067236.218749998,1474,ok,250202.5,6426894.4875,6179832.5,2552606.1
2005Q1,18619842.318749998,1524,ok,145567.5,7447936.927499999,7236585.0,902651.975
2005Q2,19522494.29375,1472,ok,281875.0,7808997.7175,7623305.0,1069009.6
2005Q3,20591503.89375,1616,ok,248512.5,8236601.557500001,7968752.5,-189234.69999999998
2005Q4,20402269.19375,1528,ok,228560.0,8160907.677500001,7871262.5,1645956.425
2006Q1,22048225.618750002,1661,ok,182112.5,8819290.2475,8425822.5,55738.70000000007
2006Q2,22103964.31875,1698,ok,257142.5,8841585.727500001,8462937.5,-388986.35
2006Q3,21714977.96875,1521,ok,210627.5,8685991.1875,8378212.5,633894.95
2006Q4,22348872.91875,1768,ok,263257.5,8939549.1675,8530842.5,519504.95
2007Q1,22868377.86875,1831,ok,199797.5,9147351.147499999,8857986.5,521964.32999999996
2007Q2,23390342.198749997,1943,ok,292557.5,9356136.8795,9005999.0,1108014.255
2007Q3,24498356.453749996,1739,ok,260312.5,9799342.5815,9315906.5,132315.68000000005
2007Q4,24630672.133749995,1699,ok,326540.0,9852268.8535,9093674.5,-398742.0350000001
2008Q1,24231930.098749995,1543,ok,239582.5,9692772.039499998,9044180.5,-363442.94000000006
2008Q2,23868487.158749994,1700,ok,321922.5,9547394.863499997,8774374.5,484182.44
2008Q3,24352669.598749995,1470,ok,162355.5,9741067.839499999,8992799.5,313356.18000000005
2008Q4,24666025.778749995,615,ok,161987.5,9866410.311499998,9455632.5,-1036694.35
2009Q1,23629331.428749993,911,ok,386985.0,9451732.571499998,8932437.0,-606015.56
2009Q2,23023315.868749995,1401,ok,381837.5,9209326.347499998,8461264.0,51318.705000000016
2009Q3,23074634.573749993,1689,ok,192225.0,9229853.829499997,8623446.5,695803.855
2009Q4,23770438.428749993,1680,ok,265245.0,9508175.371499998,8921908.0,282090.61
2010Q1,24052529.038749993,1900,ok,151920.0,9621011.615499998,9214376.0,1092690.32
2010Q2,25145219.358749993,1916,ok,383128.0,10058087.743499998,9529360.5,-450381.475
2010Q3,24694837.88374999,1839,ok,220803.0,9877935.153499996,9387122.0,-406799.56999999995
2010Q4,24288038.31374999,1977,ok,266683.0,9715215.325499997,9204231.0,635901.56
2012Q1,24923939.87374999,2003,ok,114129.5,9969575.949499996,9451288.0,511012.745
2012Q2,25434952.61874999,2017,ok,300745.5,10173981.047499998,9658325.5,-492031.9
2012Q3,24942920.718749993,1998,ok,213006.5,9977168.287499998,9434601.0,1006693.165
2012Q4,25949613.88374999,2058,ok,217000.0,10379845.553499997,9937550.5,-875756.515
2013Q1,25073857.36874999,2153,ok,161070.0,10029542.947499996,9679400.5,1698277.585
2013Q2,26772134.953749992,2287,ok,399428.5,10708853.981499998,10298754.0,2453480.735
2013Q3,29225615.68874999,2071,ok,223910.5,11690246.275499998,11226106.0,-227000.365
