trim,tilt_power,ml_blend_weight,base_unit_fraction,max_gross_leverage,search_ann_ret,search_sharpe,holdout_ann_ret,holdout_sharpe,final_nav,n_positions
0.1,0.75,0.75,0.0035,1.5,0.03164623254603138,0.5778342641071226,0.0013073604542461759,0.05386177414808489,15463615.827114392,113666
0.1,0.75,0.75,0.0035,2.0,0.04057556023680653,0.5875759235380769,-0.0027378564840250252,0.007578474309272425,17008497.967840385,113666
0.1,0.75,0.75,0.0035,2.5,0.041187502869453274,0.5290837236214191,0.0037088823207729327,0.08640346270007049,17793758.028757337,113666
0.1,0.75,0.75,0.0035,3.0,0.03988115773019518,0.5181638226255523,0.01607075855397211,0.23042489684163167,18764574.84004202,113666
0.1,0.75,0.75,0.004,1.5,0.034267714643966496,0.6018845368225009,-0.0005873034127072962,0.030376795035195445,15839310.428421931,113666
0.1,0.75,0.75,0.004,2.0,0.03986249342491455,0.5868851260932952,-0.00908888546528741,-0.059551614786160605,16241208.470427528,113666
0.1,0.75,0.75,0.004,2.5,0.04646563292669814,0.5638973160091034,-0.004905161562357541,-0.004502589516742677,18152609.41963084,113666
0.1,0.75,0.75,0.004,3.0,0.042696238807003795,0.5042048458657972,0.002530290999328777,0.07621308481157638,18029367.48703397,113666
0.1,0.75,1.0,0.002,1.5,0.014419263730552023,0.2723274907736009,0.0032331568215109296,0.08317278073233661,12403699.928952772,118828
0.1,0.75,1.0,0.002,2.0,0.012945534550090843,0.25087425431140153,0.013698378673620448,0.2721812874840308,12905775.886530606,118828
0.1,0.75,1.0,0.002,2.5,0.012945534550090843,0.25087425431140153,0.013698378673620448,0.2721812874840308,12905775.886530606,118828
0.1,0.75,1.0,0.002,3.0,0.012945534550090843,0.25087425431140153,0.013698378673620448,0.2721812874840308,12905775.886530606,118828
0.1,0.75,1.0,0.0025,1.5,0.015071941613987283,0.2747326631309802,0.000283815389356068,0.03923823858881208,12303819.783964261,118828
0.1,0.75,1.0,0.0025,2.0,0.015290999513573489,0.24680164941972887,0.007191675635988881,0.1330268649941463,12838509.511372767,118828
0.1,0.75,1.0,0.0025,2.5,0.014279684586400387,0.23616866908500395,0.015722139088905074,0.2603244695594607,13293046.596488377,118828
0.1,0.75,1.0,0.0025,3.0,0.014279684586400387,0.23616866908500395,0.015722139088905074,0.2603244695594607,13293046.596488377,118828
0.1,0.75,1.0,0.003,1.5,0.015903910399743593,0.28375704053217193,0.003722911114651506,0.0872775553397176,12691216.589074653,118828
0.1,0.75,1.0,0.003,2.0,0.017614405638524788,0.2548396570306011,-0.0010058851493113252,0.0318645591117567,12640273.862588365,118828
0.1,0.75,1.0,0.003,2.5,0.016456554994218164,0.23636859835087648,0.007675191602413145,0.13188002056555048,13078699.02423317,118828
0.1,0.75,1.0,0.003,3.0,0.015284321935395973,0.22495600915186728,0.01751607251961529,0.2554227885896408,13612658.398822416,118828
0.1,0.75,1.0,0.0035,1.5,0.016825212742364704,0.28633793907517047,0.009933293336944926,0.15986499159251888,13314340.967516089,118828
0.1,0.75,1.0,0.0035,2.0,0.018621193169329198,0.2680679240050156,-0.0013796898998720275,0.03021203927738581,12785773.314025542,118828
0.1,0.75,1.0,0.0035,2.5,0.01861189495013149,0.2387210177162424,0.0012470651705258629,0.0628466727990607,12978737.364133287,118828
0.1,0.75,1.0,0.0035,3.0,0.01826252541909379,0.23741183991731873,0.01525374735313867,0.2089389631365672,13991867.047802802,118828
0.1,0.75,1.0,0.004,1.5,0.015145936409767025,0.2591266221334789,0.013857305150459576,0.20490746896993708,13308631.696776813,118828
0.1,0.75,1.0,0.004,2.0,0.017191076240212544,0.24820886940249876,-0.0012697631929626807,0.03540458282359026,12549085.735778656,118828
