trim,tilt_power,ml_blend_weight,base_unit_fraction,max_gross_leverage,search_ann_ret,search_sharpe,holdout_ann_ret,holdout_sharpe,final_nav,n_positions
0.1,1.5,0.0,0.002,2.5,0.04437484593239338,1.0465034662462365,0.025093980815757977,0.5415992467287405,20949165.283603005,120016
0.1,1.5,0.0,0.002,3.0,0.04437484593239338,1.0465034662462365,0.025093980815757977,0.5415992467287405,20949165.283603005,120016
0.1,1.5,0.0,0.0025,1.5,0.04101599725021399,1.074383161983552,0.016493510312685977,0.33675174465922536,19093731.23611913,120016
0.1,1.5,0.0,0.0025,2.0,0.05081382930519074,1.0513305668881447,0.023639223266409992,0.44008965171837244,22611233.403732516,120016
0.1,1.5,0.0,0.0025,2.5,0.05258226183863135,1.0264507871144983,0.02676953506923674,0.5035527944328029,23549964.07101639,120016
0.1,1.5,0.0,0.0025,3.0,0.05258226183863135,1.0264507871144983,0.02676953506923674,0.5035527944328029,23549964.07101639,120016
0.1,1.5,0.0,0.003,1.5,0.038294854500545705,0.9212869585811189,0.01755922592814918,0.32880837897820364,18530105.97086914,120016
0.1,1.5,0.0,0.003,2.0,0.05316716743832006,1.080980588081502,0.014801226940259982,0.2699601545815735,22183429.550538667,120016
0.1,1.5,0.0,0.003,2.5,0.06012752874586358,1.0153024292317165,0.026173850426068013,0.43244424859841957,25893721.179083794,120016
0.1,1.5,0.0,0.003,3.0,0.06044357835634173,1.009034026110404,0.0276496066473344,0.46999512765805346,26215801.298877794,120016
0.1,1.5,0.0,0.0035,1.5,0.03568793721050523,0.8161751200794595,0.015389484777069251,0.29209065505414616,17682164.50223083,120016
0.1,1.5,0.0,0.0035,2.0,0.051520165358765135,1.0425181464440276,0.012393324585733945,0.22273746502416694,21416593.70272184,120016
0.1,1.5,0.0,0.0035,2.5,0.0622941500935037,1.033662195676694,0.015710291100223817,0.264184675195944,25106866.540218715,120016
0.1,1.5,0.0,0.0035,3.0,0.0673097629650472,0.9939951466658875,0.02725066701811274,0.4195072317336554,28584698.23672466,120016
0.1,1.5,0.0,0.004,1.5,0.034416299959910246,0.7542875348304422,0.019693396494564253,0.3481913543548188,17813997.039284095,120016
0.1,1.5,0.0,0.004,2.0,0.04842504782243928,0.9425993195795401,0.012815392648027446,0.21512825670454755,20615234.124677047,120016
0.1,1.5,0.0,0.004,2.5,0.06452955190184562,1.0706006592407564,0.007749663502916837,0.14123754809409061,24699973.394430786,120016
0.1,1.5,0.0,0.004,3.0,0.0703194760471062,0.97748350695836,0.01733240452437923,0.25965180278965866,28100961.867430203,120016
0.1,1.5,0.25,0.002,1.5,0.04109585026035578,0.981674819631874,0.02080431263345428,0.43923396868917036,19584689.46862743,114780
0.1,1.5,0.25,0.002,2.0,0.04298538072468605,0.949628483799736,0.026026505573847558,0.5565594447917819,20676992.75284914,114780
0.1,1.5,0.25,0.002,2.5,0.04298538072468605,0.949628483799736,0.026026505573847558,0.5565594447917819,20676992.75284914,114780
0.1,1.5,0.25,0.002,3.0,0.04298538072468605,0.949628483799736,0.026026505573847558,0.5565594447917819,20676992.75284914,114780
0.1,1.5,0.25,0.0025,1.5,0.042146467759574646,0.9548585460051636,0.017235718299644986,0.33057984468794743,19462322.685382776,114780
0.1,1.5,0.25,0.0025,2.0,0.04981696546628411,0.9335217102623187,0.023987877518181433,0.437408564576729,22361812.784670297,114780
0.1,1.5,0.25,0.0025,2.5,0.05060489680151048,0.9301441603239556,0.02788820159973282,0.5122142758779846,23093026.343613647,114780
0.1,1.5,0.25,0.0025,3.0,0.05060489680151048,0.9301441603239556,0.02788820159973282,0.5122142758779846,23093026.343613647,114780
0.1,1.5,0.25,0.003,1.5,0.04052964929317193,0.8573899851316235,0.01528225296752761,0.29763175597016395,18841821.75668841,114780
0.1,1.5,0.25,0.003,2.0,0.05219410926750512,0.9261680055664875,0.016678970757546985,0.28741251386707334,22137330.13406483,114780
0.1,1.5,0.25,0.003,2.5,0.05761432132692379,0.9146878593118383,0.028023466784201645,0.4497652762470416,25323172.028680846,114780
0.1,1.5,0.25,0.003,3.0,0.05770975710445292,0.9129876654630557,0.028400074540725573,0.4603065335326914,25408065.069866903,114780
0.1,1.5,0.25,0.0035,1.5,0.039125755224291625,0.7588372891898176,0.013419058399289474,0.24940866458355027,18300950.16116679,114780
0.1,1.5,0.25,0.0035,2.0,0.05218425898057144,0.8947096304841048,0.014474699180923034,0.2326281954759426,21859955.374339923,114780
0.1,1.5,0.25,0.0035,2.5,0.06067177866005591,0.8956548315789844,0.01939364080568584,0.29275469893808115,25101806.577435452,114780
0.1,1.5,0.25,0.0035,3.0,0.06385990841049027,0.8889403614251019,0.02809455545853723,0.41088121795825994,27469526.858763825,114780
0.1,1.5,0.25,0.004,1.5,0.0383209140042986,0.7048751737949784,0.007623087284791996,0.15223882406158035,17519578.55911205,114780
0.1,1.5,0.25,0.004,2.0,0.05251905965670045,0.8955549778457684,0.011465879620946806,0.19708648977309498,21583987.827009037,114780
0.1,1.5,0.25,0.004,2.5,0.06218943248605724,0.8932464771198271,0.01081233509626811,0.17441123587372234,24385560.395880252,114780
0.1,1.5,0.25,0.004,3.0,0.06751374024292711,0.8585817037446859,0.0200651911089047,0.2736006820100413,27526173.816672046,114780
0.1,1.5,0.5,0.002,1.5,0.03796629566460541,0.7789417608553525,0.01747768235109315,0.35361479111265115,18441143.106953926,109829
0.1,1.5,0.5,0.002,2.0,0.03778048855453631,0.7511685580387725,0.02140824994450563,0.43972990102256065,18808188.526224278,109829
0.1,1.5,0.5,0.002,2.5,0.03778048855453631,0.7511685580387725,0.02140824994450563,0.43972990102256065,18808188.526224278,109829
0.1,1.5,0.5,0.002,3.0,0.03778048855453631,0.7511685580387725,0.02140824994450563,0.43972990102256065,18808188.526224278,109829
0.1,1.5,0.5,0.0025,1.5,0.040701989564980945,0.7630794235538447,0.00798498532452041,0.16378263068007545,18117516.009025346,109829
0.1,1.5,0.5,0.0025,2.0,0.04430682426116439,0.7371925522621213,0.02307603795715485,0.40336901395153885,20694602.763987336,109829
0.1,1.5,0.5,0.0025,2.5,0.044665252309476156,0.7406763226997045,0.022789830473060047,0.4026743627021942,20759056.533993572,109829
0.1,1.5,0.5,0.0025,3.0,0.044665252309476156,0.7406763226997045,0.022789830473060047,0.4026743627021942,20759056.533993572,109829
0.1,1.5,0.5,0.003,1.5,0.03934937943458827,0.6800062352672447,0.006544142982755519,0.13873074051956305,17650630.144049868,109829
0.1,1.5,0.5,0.003,2.0,0.05001355032501942,0.7511041450560119,0.009979426069837372,0.1728784436017839,20712234.54120607,109829
0.1,1.5,0.5,0.003,2.5,0.05041850098389,0.7207596538313897,0.022406604622901005,0.34951487337377646,22339242.819718026,109829
0.1,1.5,0.5,0.003,3.0,0.05039090629986687,0.7203333887433561,0.022355444281437764,0.34873664469775006,22324750.42739454,109829
0.1,1.5,0.5,0.0035,1.5,0.03870238890025157,0.6307327864733493,0.0008771801460945028,0.04519808323403771,16941137.67726068,109829
0.1,1.5,0.5,0.0035,2.0,0.04956872608086904,0.706397536150037,0.0030197888623595404,0.07733243198317909,19789246.352300614,109829
0.1,1.5,0.5,0.0035,2.5,0.05533665695224177,0.7171478033331963,0.015089821597801034,0.22279858468896796,22857424.507681943,109829
0.1,1.5,0.5,0.0035,3.0,0.05529788837712424,0.697890753908378,0.021626483559471055,0.3051894231220932,23704839.568554044,109829
0.1,1.5,0.5,0.004,1.5,0.03688440864483833,0.5730095137022132,0.000840116929826884,0.045386532854321454,16534432.20350269,109829
0.1,1.5,0.5,0.004,2.0,0.04785967524295853,0.6543962759414932,-0.0017388834194026481,0.016683705131942478,18828767.75393714,109829
0.1,1.5,0.5,0.004,2.5,0.05779080616700738,0.6874732031218745,0.0019194868623526595,0.06699870024511094,21892019.198734958,109829
0.1,1.5,0.5,0.004,3.0,0.05941428696505202,0.6773212684142179,0.015984267445525724,0.2169948207667167,24224523.953435764,109829
0.1,1.5,0.75,0.002,1.5,0.032433264891389646,0.6223489965697191,0.010139178207586808,0.1966431280846932,16435932.095180376,113666
0.1,1.5,0.75,0.002,2.0,0.03065675056047823,0.5766747766259683,0.017078991742056848,0.3252063743385298,16695815.964688847,113666
0.1,1.5,0.75,0.002,2.5,0.03065675056047823,0.5766747766259683,0.017078991742056848,0.3252063743385298,16695815.964688847,113666
0.1,1.5,0.75,0.002,3.0,0.03065675056047823,0.5766747766259683,0.017078991742056848,0.3252063743385298,16695815.964688847,113666
0.1,1.5,0.75,0.0025,1.5,0.03379424142635323,0.5805194250024619,0.0034351140435022742,0.08463152617481441,16107659.414259993,113666
0.1,1.5,0.75,0.0025,2.0,0.036307150935544374,0.570509354099204,0.01689176574366824,0.27237208710704397,17980282.34305757,113666
0.1,1.5,0.75,0.0025,2.5,0.035854164500443764,0.5630422986058938,0.01961342765231433,0.320773418906656,18149320.346160732,113666
0.1,1.5,0.75,0.0025,3.0,0.035854164500443764,0.5630422986058938,0.01961342765231433,0.320773418906656,18149320.346160732,113666
0.1,1.5,0.75,0.003,1.5,0.03645759693060757,0.6055603371510438,0.0026069762379348216,0.07185646934609156,16608687.56966287,113666
0.1,1.5,0.75,0.003,2.0,0.04018424841501922,0.5606641465273164,0.006475373952953278,0.12020375997606464,17839570.072058484,113666
0.1,1.5,0.75,0.003,2.5,0.04038725632526674,0.547918644174718,0.019648376019331115,0.2852299697232363,19276206.13340646,113666
0.1,1.5,0.75,0.003,3.0,0.04034797323308181,0.5475200511409873,0.01988636580986647,0.2895880052282603,19292071.789141,113666
0.1,1.5,0.75,0.0035,1.5,0.03491838996239793,0.5730785866753331,0.00326303294955288,0.08058315601449889,16334057.920669947,113666
0.1,1.5,0.75,0.0035,2.0,0.04202420527783168,0.5552825166982723,-0.0024783506633855312,0.014969725326892707,17362939.36415513,113666
0.1,1.5,0.75,0.0035,2.5,0.04683515590283327,0.5747968465815828,0.007288092362220944,0.12423167734317123,19564123.156197246,113666
0.1,1.5,0.75,0.0035,3.0,0.04410700444041682,0.5304764750430464,0.018740480525398118,0.25208157883184396,20142314.271071844,113666
0.1,1.5,0.75,0.004,1.5,0.036002091494270916,0.5674443107260891,0.0011045842043015952,0.05245831393247895,16366866.133006798,113666
0.1,1.5,0.75,0.004,2.0,0.03994074176442486,0.5192940426933986,-0.0036899124901221825,0.005260031678534309,16774001.810076676,113666
0.1,1.5,0.75,0.004,2.5,0.04657412802724292,0.5260038170980087,-0.0013797382674753944,0.03671820902508311,18551950.300383646,113666
0.1,1.5,0.75,0.004,3.0,0.0474835488677301,0.516774395012528,0.009105099744892042,0.13969433837294248,19936937.89259067,113666
0.1,1.5,1.0,0.002,1.5,0.0175172323950048,0.31135537255429535,0.004639449190131817,0.10290984868056355,13039417.418459857,118828
0.1,1.5,1.0,0.002,2.0,0.016963511386528962,0.3029415286565523,0.014108242775961788,0.2548364550711392,13659463.617249304,118828
0.1,1.5,1.0,0.002,2.5,0.016963511386528962,0.3029415286565523,0.014108242775961788,0.2548364550711392,13659463.617249304,118828
0.1,1.5,1.0,0.002,3.0,0.016963511386528962,0.3029415286565523,0.014108242775961788,0.2548364550711392,13659463.617249304,118828
0.1,1.5,1.0,0.0025,1.5,0.01851859306434389,0.30766193288244986,0.0024700040944487522,0.07057545588780326,13053701.955312252,118828
0.1,1.5,1.0,0.0025,2.0,0.020096746098709817,0.30229420088011993,0.00929686880905023,0.15555876920996672,13865245.225981222,118828
0.1,1.5,1.0,0.0025,2.5,0.018673666466741956,0.2842329332342914,0.017419067702039825,0.26730552959400516,14243168.421475826,118828
0.1,1.5,1.0,0.0025,3.0,0.018673666466741956,0.2842329332342914,0.017419067702039825,0.26730552959400516,14243168.421475826,118828
0.1,1.5,1.0,0.003,1.5,0.01736685004948968,0.2892905446824566,0.0044551458420774015,0.09526859105200315,12999223.465829689,118828
0.1,1.5,1.0,0.003,2.0,0.02099950253352656,0.28254234183806864,0.0036402537537769675,0.08613983946945362,13588607.537918644,118828
0.1,1.5,1.0,0.003,2.5,0.02184965861759358,0.287799396750663,0.016334332325439904,0.22620532381585515,14775144.518908687,118828
0.1,1.5,1.0,0.003,3.0,0.02055524999733027,0.27562756690120993,0.019445851034479933,0.265279142128206,14777334.41714416,118828
0.1,1.5,1.0,0.0035,1.5,0.01674385709461479,0.2776187494327017,0.0012422174616579795,0.057323380509625266,12654909.488593476,118828
0.1,1.5,1.0,0.0035,2.0,0.02188557306392047,0.287324497704156,0.0013005973038464624,0.06288962144074182,13568346.177038288,118828
0.1,1.5,1.0,0.0035,2.5,0.02407624460015101,0.28765438124819975,0.004590399336473094,0.0970156108290115,14239865.884613648,118828
0.1,1.5,1.0,0.0035,3.0,0.023169560001352618,0.2770423041518187,0.01974615800187185,0.24613171398746445,15332363.24310195,118828
0.1,1.5,1.0,0.004,1.5,0.021242644656112697,0.32564244101861517,0.00453706497056916,0.09520508039639974,13703365.782243013,118828
0.1,1.5,1.0,0.004,2.0,0.01816055183264642,0.2461087755634254,0.0006090758895809234,0.0591536480421656,12852694.399459634,118828
0.1,1.5,1.0,0.004,2.5,0.02279630845902947,0.26041698295595306,-0.0008527531618236495,0.0529112602700622,13566581.880423423,118828
0.1,1.5,1.0,0.004,3.0,0.024267473426926145,0.26806160034556237,0.005522593598552339,0.10754207608382857,14352813.376176849,118828
0.15,0.75,0.0,0.002,1.5,0.039338660443037465,1.0623633819269753,0.021028091095259382,0.5080786655927135,19159166.035567522,102818
0.15,0.75,0.0,0.002,2.0,0.04049339516124961,1.0694374753310711,0.023202311912888796,0.5728051340165558,19693343.440867007,102818
0.15,0.75,0.0,0.002,2.5,0.04049339516124961,1.0694374753310711,0.023202311912888796,0.5728051340165558,19693343.440867007,102818
0.15,0.75,0.0,0.002,3.0,0.04049339516124961,1.0694374753310711,0.023202311912888796,0.5728051340165558,19693343.440867007,102818
0.15,0.75,0.0,0.0025,1.5,0.03850612264403508,1.0049253661218023,0.018496006585587033,0.4060874991376393,18680596.662378225,102818
0.15,0.75,0.0,0.0025,2.0,0.04760591133975112,1.0342177001525543,0.025723115406683483,0.5481716466305758,21935371.84200364,102818
0.15,0.75,0.0,0.0025,2.5,0.047603634987325893,1.0344568009796278,0.025779742794069804,0.5500505102850516,21941680.387744933,102818
0.15,0.75,0.0,0.0025,3.0,0.047603634987325893,1.0344568009796278,0.025779742794069804,0.5500505102850516,21941680.387744933,102818
0.15,0.75,0.0,0.003,1.5,0.03833612396222952,0.939884018748576,0.0220980282325256,0.4374264451414885,19020816.821714595,102818
0.15,0.75,0.0,0.003,2.0,0.050906340098097136,1.0603151037035592,0.02042768611464285,0.3847419035856027,22233252.92084519,102818
0.15,0.75,0.0,0.003,2.5,0.054144389524924286,1.006714672410606,0.027516029825858546,0.5195407760047092,24135754.589013793,102818
0.15,0.75,0.0,0.003,3.0,0.054144389524924286,1.006714672410606,0.027516029825858546,0.5195407760047092,24135754.589013793,102818
0.15,0.75,0.0,0.0035,1.5,0.03625921528629927,0.8135304061851603,0.016843093395619402,0.342153934106662,17963905.06910014,102818
0.15,0.75,0.0,0.0035,2.0,0.04909357986251961,1.0039835966147554,0.016629730158128186,0.30214634525851936,21251118.212252297,102818
0.15,0.75,0.0,0.0035,2.5,0.05861271599695894,0.9792950438409904,0.025267763960313827,0.4212224339292648,25260951.413375206,102818
0.15,0.75,0.0,0.0035,3.0,0.06042886872222897,0.9909490779688789,0.027818585600858814,0.47697647396283094,26235593.26734159,102818
0.15,0.75,0.0,0.004,1.5,0.03644715124980369,0.7823666951815446,0.01540676620410375,0.3178872452817205,17862974.775099397,102818
0.15,0.75,0.0,0.004,2.0,0.04922556291870461,0.9562802822900174,0.019609568433163194,0.32877135470830404,21649197.654058166,102818
0.15,0.75,0.0,0.004,2.5,0.05989078364773004,1.019458842100761,0.018193193995756474,0.29559897622722087,24681067.06977107,102818
0.15,0.75,0.0,0.004,3.0,0.06630979698880757,0.9778797828383688,0.027325706210157064,0.43018469741717646,28230504.234709702,102818
0.15,0.75,0.25,0.002,1.5,0.036558314733950326,0.94968029646609,0.023184767022111696,0.5692110212013078,18691742.908329852,97406
0.15,0.75,0.25,0.002,2.0,0.036527063515587876,0.946833828984961,0.023348174257155296,0.5777930075107727,18701159.79462608,97406
0.15,0.75,0.25,0.002,2.5,0.036527063515587876,0.946833828984961,0.023348174257155296,0.5777930075107727,18701159.79462608,97406
0.15,0.75,0.25,0.002,3.0,0.036527063515587876,0.946833828984961,0.023348174257155296,0.5777930075107727,18701159.79462608,97406
0.15,0.75,0.25,0.0025,1.5,0.039160038172570744,0.9461153124495162,0.016784583955251176,0.3662416575871903,18661647.912328966,97406
0.15,0.75,0.25,0.0025,2.0,0.04333493481501227,0.916712059774283,0.026242146100623476,0.5607510850339483,20797597.650567647,97406
0.15,0.75,0.25,0.0025,2.5,0.04333493481501227,0.916712059774283,0.026242146100623476,0.5607510850339483,20797597.650567647,97406
0.15,0.75,0.25,0.0025,3.0,0.04333493481501227,0.916712059774283,0.026242146100623476,0.5607510850339483,20797597.650567647,97406
0.15,0.75,0.25,0.003,1.5,0.039760341830124,0.8936489518925294,0.015278928599180341,0.32001280161683426,18650825.695490096,97406
0.15,0.75,0.25,0.003,2.0,0.04819022898107561,0.9296352372998428,0.020906265348325848,0.39044605348442946,21513953.139921837,97406
0.15,0.75,0.25,0.003,2.5,0.04944252025230811,0.8971743185527629,0.027408972996953773,0.5163418418774778,22683277.969023205,97406
0.15,0.75,0.25,0.003,3.0,0.04944252025230811,0.8971743185527629,0.027408972996953773,0.5163418418774778,22683277.969023205,97406
0.15,0.75,0.25,0.0035,1.5,0.03854873169972084,0.8097363350155227,0.017176925200746984,0.3457859077909347,18552373.049001873,97406
0.15,0.75,0.25,0.0035,2.0,0.04757727916350629,0.8818748900003874,0.014980890779759504,0.27013397223962016,20639121.00382806,97406
0.15,0.75,0.25,0.0035,2.5,0.05546412391306199,0.8913093210121082,0.026806854111744993,0.44743715284853774,24457280.104242634,97406
0.15,0.75,0.25,0.0035,3.0,0.05560243982122093,0.890625561974194,0.027552732299058302,0.46396063701661233,24603901.468625043,97406
0.15,0.75,0.25,0.004,1.5,0.037350273989571026,0.7567018400949098,0.009723945053048855,0.2028190340762028,17504103.641839296,97406
0.15,0.75,0.25,0.004,2.0,0.05011891419229819,0.8875962996815054,0.011793518343217402,0.2048269920994609,20955956.86860479,97406
0.15,0.75,0.25,0.004,2.5,0.058188736693269405,0.9083311680757028,0.015010949948690788,0.2434316756412104,23710995.262167767,97406
0.15,0.75,0.25,0.004,3.0,0.06100274395395178,0.876733957912592,0.027101540324772966,0.4157835228930467,26325638.31196157,97406
0.15,0.75,0.5,0.002,1.5,0.03261629968534496,0.7852339379729905,0.015823012541325232,0.3791020439778941,17016282.679659337,91234
0.15,0.75,0.5,0.002,2.0,0.03261629968534496,0.7852339379729905,0.015823012541325232,0.3791020439778941,17016282.679659337,91234
0.15,0.75,0.5,0.002,2.5,0.03261629968534496,0.7852339379729905,0.015823012541325232,0.3791020439778941,17016282.679659337,91234
0.15,0.75,0.5,0.002,3.0,0.03261629968534496,0.7852339379729905,0.015823012541325232,0.3791020439778941,17016282.679659337,91234
0.15,0.75,0.5,0.0025,1.5,0.03602545295167725,0.7232397203004763,0.007468810674455151,0.16400760689407165,16979508.119975016,91234
0.15,0.75,0.5,0.0025,2.0,0.03865931121225663,0.7663329331422966,0.017978834401738863,0.3705915803191926,18663933.820184845,91234
0.15,0.75,0.5,0.0025,2.5,0.03865931121225663,0.7663329331422966,0.017978834401738863,0.3705915803191926,18663933.820184845,91234
0.15,0.75,0.5,0.0025,3.0,0.03865931121225663,0.7663329331422966,0.017978834401738863,0.3705915803191926,18663933.820184845,91234
0.15,0.75,0.5,0.003,1.5,0.039951737825768774,0.7481675168696179,0.004526652406588116,0.10686750961738198,17587726.846200157,91234
0.15,0.75,0.5,0.003,2.0,0.04392323554935862,0.741915746210974,0.01567831646233997,0.2824118601113555,19748803.904475413,91234
0.15,0.75,0.5,0.003,2.5,0.04406668312832851,0.7436763086115348,0.018410379110790354,0.3360674726306818,20094141.67971307,91234
0.15,0.75,0.5,0.003,3.0,0.04406668312832851,0.7436763086115348,0.018410379110790354,0.3360674726306818,20094141.67971307,91234
0.15,0.75,0.5,0.0035,1.5,0.03953832752556319,0.7020453429630132,-0.0003328914599181054,0.023387895022691976,17010830.95662135,91234
0.15,0.75,0.5,0.0035,2.0,0.045213084256285674,0.676491594169881,0.0014786896564986662,0.055522019497956016,18524921.01241487,91234
0.15,0.75,0.5,0.0035,2.5,0.04904130286173691,0.72426015313987,0.01712847199301426,0.2847943904710834,21296537.295100212,91234
0.15,0.75,0.5,0.0035,3.0,0.04904130286173691,0.72426015313987,0.01712847199301426,0.2847943904710834,21296537.295100212,91234
0.15,0.75,0.5,0.004,1.5,0.04045520362947519,0.6913928474861734,-0.004379434550128791,-0.03960089622386588,16821365.733763363,91234
0.15,0.75,0.5,0.004,2.0,0.04875300484771872,0.7093325482430443,-0.0006994281311434314,0.026533625197577005,19165031.23575978,91234
0.15,0.75,0.5,0.004,2.5,0.05269470909209151,0.7033098061535132,0.007728569757023962,0.1364272767946344,21177958.20279207,91234
0.15,0.75,0.5,0.004,3.0,0.053622395486597974,0.7103628790707543,0.015115794932898163,0.23410595240627635,22355442.640558317,91234
0.15,0.75,0.75,0.002,1.5,0.024223905175351224,0.5191106815253117,0.010159805891633678,0.23658097656557212,14728990.006327156,96569
0.15,0.75,0.75,0.002,2.0,0.023956708756986744,0.5144629376366613,0.010438183436233706,0.24275327102486857,14699514.830015317,96569
0.15,0.75,0.75,0.002,2.5,0.023956708756986744,0.5144629376366613,0.010438183436233706,0.24275327102486857,14699514.830015317,96569
0.15,0.75,0.75,0.002,3.0,0.023956708756986744,0.5144629376366613,0.010438183436233706,0.24275327102486857,14699514.830015317,96569
0.15,0.75,0.75,0.0025,1.5,0.028314493373000182,0.5151958403420211,-0.000654194370475647,0.018494059097854076,14625062.251657605,96569
0.15,0.75,0.75,0.0025,2.0,0.027648772076155126,0.49379954780987806,0.012008488985361998,0.23793715924394981,15583809.267198622,96569
0.15,0.75,0.75,0.0025,2.5,0.027648772076155126,0.49379954780987806,0.012008488985361998,0.23793715924394981,15583809.267198622,96569
0.15,0.75,0.75,0.0025,3.0,0.027648772076155126,0.49379954780987806,0.012008488985361998,0.23793715924394981,15583809.267198622,96569
0.15,0.75,0.75,0.003,1.5,0.027552528182184455,0.48183502596830247,-0.003198098544271666,-0.018978858067758404,14266136.456947535,96569
0.15,0.75,0.75,0.003,2.0,0.0315303367963915,0.4859251822467833,0.004035770702111696,0.0920853788198029,15683225.417214364,96569
0.15,0.75,0.75,0.003,2.5,0.031114026537953032,0.47964310910482877,0.013467807157644396,0.2362107769015543,16457895.872552002,96569
0.15,0.75,0.75,0.003,3.0,0.031114026537953032,0.47964310910482877,0.013467807157644396,0.2362107769015543,16457895.872552002,96569
0.15,0.75,0.75,0.0035,1.5,0.028410082475479603,0.4864062342949589,-0.0026764054769293777,-0.0071407297517126714,14474198.29116413,96569
0.15,0.75,0.75,0.0035,2.0,0.035305653623742383,0.4935720376008614,-0.005447409611377907,-0.034671861424564486,15615382.666453466,96569
0.15,0.75,0.75,0.0035,2.5,0.03498854970575249,0.4744710022476002,0.011701983553113138,0.19264801858366085,17156006.57530403,96569
0.15,0.75,0.75,0.0035,3.0,0.0344117990377637,0.46881439858571067,0.013886136658067372,0.22374063544247447,17237447.867681425,96569
0.15,0.75,0.75,0.004,1.5,0.02746671467329609,0.4570477679851089,-0.002901101113670479,-0.008460749801755374,14274193.589865483,96569
0.15,0.75,0.75,0.004,2.0,0.034852010814092615,0.4726217442282562,-0.007713580405746101,-0.0536041490955602,15319300.395993425,96569
0.15,0.75,0.75,0.004,2.5,0.039167156237756906,0.48351683086272784,-0.002485059263978795,0.01741865216410613,16719027.75265817,96569
0.15,0.75,0.75,0.004,3.0,0.03757480209739317,0.4601107761502499,0.012241678200846318,0.18893588461639677,17809478.773469612,96569
0.15,0.75,1.0,0.002,1.5,0.013806483590787177,0.283142099117164,0.0055547753453046855,0.12923636475886965,12465654.85790069,103986
0.15,0.75,1.0,0.002,2.0,0.014166483732293678,0.29336102838024114,0.012320037289997643,0.2700473277865524,13019064.564336643,103986
0.15,0.75,1.0,0.002,2.5,0.014166483732293678,0.29336102838024114,0.012320037289997643,0.2700473277865524,13019064.564336643,103986
0.15,0.75,1.0,0.002,3.0,0.014166483732293678,0.29336102838024114,0.012320037289997643,0.2700473277865524,13019064.564336643,103986
0.15,0.75,1.0,0.0025,1.5,0.01625969704735919,0.2881467225057332,-0.00216466164612672,0.0031901795783024533,12328300.832310235,103986
0.15,0.75,1.0,0.0025,2.0,0.015864098130138338,0.275034400314068,0.01333311478831023,0.24419653085364557,13398772.676366337,103986
0.15,0.75,1.0,0.0025,2.5,0.01549811553848257,0.2703197547172281,0.013909082752699309,0.25521829564764886,13376184.577089235,103986
0.15,0.75,1.0,0.0025,3.0,0.01549811553848257,0.2703197547172281,0.013909082752699309,0.25521829564764886,13376184.577089235,103986
0.15,0.75,1.0,0.003,1.5,0.015722834398127272,0.27542277148869126,-0.003799973850938998,-0.015996692971382082,12124166.009874418,103986
0.15,0.75,1.0,0.003,2.0,0.017571765871148504,0.2653366255525059,0.0009089669422472912,0.05146498585722276,12772862.855447834,103986
0.15,0.75,1.0,0.003,2.5,0.017201563398485886,0.262290164588822,0.014751920944410468,0.23683153643928537,13753582.389551595,103986
0.15,0.75,1.0,0.003,3.0,0.017201563398485886,0.262290164588822,0.014751920944410468,0.23683153643928537,13753582.389551595,103986
0.15,0.75,1.0,0.0035,1.5,0.014103447336630826,0.24682619095549366,-0.0026328441598704178,0.00859558138151724,11941191.71530415,103986
0.15,0.75,1.0,0.0035,2.0,0.01983933002273286,0.27746737307800995,-0.006232041896127916,-0.022225163791879513,12638639.976960856,103986
0.15,0.75,1.0,0.0035,2.5,0.01812566726105591,0.24741258989230264,0.0051813909486133625,0.1030347206142952,13187867.967493962,103986
0.15,0.75,1.0,0.0035,3.0,0.01881703459604611,0.25739222459333533,0.01605046108449404,0.23466474929827222,14160727.424845956,103986
0.15,0.75,1.0,0.004,1.5,0.017471009746714783,0.2939939842133742,0.00480440477734434,0.09905003401836798,13043582.91222708,103986
0.15,0.75,1.0,0.004,2.0,0.019326426014974807,0.2674505707564114,-0.008043266376725922,-0.04104529044551048,12420550.46969213,103986
0.15,0.75,1.0,0.004,2.5,0.020330457683241487,0.2520479815375367,-0.005985798095176076,-0.008216955407387908,12740723.439708203,103986
0.15,0.75,1.0,0.004,3.0,0.021535128058559838,0.2646255779220442,0.010804591364476313,0.16140780446061856,14258353.747080501,103986
0.15,1.0,0.0,0.002,1.5,0.04008443386491156,1.0687738709766264,0.021974006899137866,0.5181970847888588,19452361.94702887,102818
0.15,1.0,0.0,0.002,2.0,0.040902216674397085,1.0734813881434304,0.023541438840482876,0.5686644880134618,19837768.01389964,102818
0.15,1.0,0.0,0.002,2.5,0.040902216674397085,1.0734813881434304,0.023541438840482876,0.5686644880134618,19837768.01389964,102818
0.15,1.0,0.0,0.002,3.0,0.040902216674397085,1.0734813881434304,0.023541438840482876,0.5686644880134618,19837768.01389964,102818
0.15,1.0,0.0,0.0025,1.5,0.03939586922796767,1.0246631770833485,0.01765389901879999,0.3826095147521677,18812180.828782085,102818
0.15,1.0,0.0,0.0025,2.0,0.047903388842215566,1.0382958140186402,0.02626635152515,0.5480294335424925,22088317.327385552,102818
0.15,1.0,0.0,0.0025,2.5,0.04791297927427607,1.0384456520302239,0.026265339971985435,0.5481514253166634,22090971.886861403,102818
0.15,1.0,0.0,0.0025,3.0,0.04791297927427607,1.0384456520302239,0.026265339971985435,0.5481514253166634,22090971.886861403,102818
