quarter,trailing_nav_used,base_unit,n_new_positions,cap_status,n_dropped_low_conviction,quarter_realized_pnl
2002Q3,15535033.0469687,23302.54957045305,1600,ok,0,101852.54201142713
2002Q4,15636885.588980127,23455.32838347019,1290,ok,0,-445242.1862361295
2003Q1,15191643.402743997,22787.465104115996,1600,ok,0,312031.21852084
2003Q2,15503674.621264838,23255.511931897257,1290,ok,0,-153821.51900530103
2003Q3,15349853.102259537,23024.779653389305,1600,ok,0,-203884.6019767309
2003Q4,15145968.500282805,22718.952750424207,1703,ok,0,111917.43915465842
2004Q1,15257885.939437464,22886.828909156196,1694,ok,0,105373.39207876507
2004Q2,15363259.331516229,23044.88899727434,1701,ok,0,232867.43154241086
2004Q3,15596126.76305864,23394.19014458796,1474,ok,0,40833.017941666476
2004Q4,15636959.781000307,23455.439671500462,1531,ok,0,309484.07764296304
2005Q1,15946443.85864327,23919.665787964903,1562,ok,0,216984.34577236857
2005Q2,16163428.204415638,24245.142306623457,1679,ok,0,-80024.85155011807
2005Q3,16083403.35286552,24125.10502929828,1887,ok,0,457429.6811410696
2005Q4,16540833.03400659,24811.249551009885,1732,ok,0,431138.47931872815
2006Q1,16971971.51332532,25457.95726998798,1736,ok,0,395370.4469554305
2006Q2,17367341.96028075,26051.012940421126,1735,ok,0,204644.46898020114
2006Q3,17571986.42926095,26357.979643891427,1779,ok,0,-106484.60020446673
2006Q4,17465501.829056483,26198.252743584726,1778,ok,0,154885.17870791338
2007Q1,17620387.007764395,26430.580511646593,1886,ok,0,239760.55636593
2007Q2,17860147.564130325,26790.22134619549,1938,ok,0,284060.08751593734
2007Q3,18144207.651646264,27216.311477469397,1906,ok,0,546689.5829533094
2007Q4,18690897.23459957,28036.345851899358,1965,ok,0,291895.3139221823
2008Q1,18982792.548521753,28474.18882278263,1852,ok,0,29361.457116620702
2008Q2,19012154.005638376,28518.231008457566,1920,ok,0,424032.92801616056
2008Q3,19436186.933654536,29154.280400481803,1949,ok,0,175897.7742777962
2008Q4,19612084.70793233,29418.127061898496,1848,ok,0,779162.272093845
2009Q1,20391246.980026174,30586.870470039263,1947,ok,0,-902255.6611131204
2009Q2,19488991.318913054,29233.48697836958,1876,ok,0,-164223.46280465095
2009Q3,19324767.8561084,28987.1517841626,1908,ok,0,156484.17348424063
2009Q4,19481252.02959264,29221.878044388963,1916,ok,0,-20408.043929670534
2010Q1,19460843.98566297,29191.265978494455,1951,ok,0,99535.45741231456
2010Q2,19560379.443075284,29340.569164612927,1950,ok,0,164519.34709712988
2010Q3,19724898.790172413,29587.34818525862,1961,ok,0,285763.1002857292
2010Q4,20010661.89045814,30015.99283568721,1979,ok,0,-41071.346434411695
2011Q1,19969590.54402373,29954.385816035596,1815,ok,0,42689.666085984645
2011Q2,20012280.210109714,30018.42031516457,1852,ok,0,95255.2418997692
2011Q3,20107535.452009484,30161.303178014226,1846,ok,0,-173674.3025907571
2011Q4,19933861.149418727,29900.791724128092,1847,ok,0,496078.7541406571
2012Q1,20429939.903559383,30644.909855339076,1843,ok,0,271747.3381358033
2012Q2,20701687.241695188,31052.530862542782,1878,ok,0,347117.4913495484
2012Q3,21048804.733044736,31573.207099567106,1885,ok,0,-116092.34449990939
2012Q4,20932712.388544828,31399.068582817243,1871,ok,0,-155090.71493563303
2013Q1,20777621.673609193,31166.43251041379,1860,ok,0,258289.62995944766
2013Q2,21035911.303568643,31553.866955352965,1859,ok,0,140295.13387415136
2013Q3,21176206.437442794,31764.30965616419,1845,ok,0,487969.14218013914
2013Q4,21664175.57962293,32496.263369434397,1820,ok,0,-66933.67756328642
2014Q1,21597241.902059644,32395.862853089468,0,ok,0,151786.3436825016
2014Q2,21749028.245742146,32623.54236861322,0,ok,0,-39176.60674764067
