quarter,trailing_nav_used,n_new_positions,cap_status,outstanding_premium_before,premium_budget,outstanding_premium_after,quarter_realized_pnl
2002Q2,11597564.78125,1070,ok,194700.0,2319512.9562500003,2066825.0,-42511.25000000001
2002Q3,11555053.53125,709,ok,91245.0,2311010.7062500003,2188572.5,1351937.675
2002Q4,12906991.20625,756,ok,139025.0,2581398.2412500004,2378337.5,33365.625
2003Q1,12940356.83125,914,ok,174542.5,2588071.3662500004,2471207.5,-195137.45
2003Q2,12745219.381250001,1150,ok,183392.5,2549043.8762500007,2378787.5,1116958.15
2003Q3,13862177.531250002,1255,ok,140097.5,2772435.5062500006,2554605.0,308744.775
2003Q4,14170922.306250002,1306,ok,142355.0,2834184.4612500006,2591985.0,628873.6
2004Q1,14799795.906250002,1402,ok,143657.5,2959959.1812500004,2716085.0,307854.675
2004Q2,15107650.581250003,1360,ok,201217.5,3021530.116250001,2803582.5,-120278.45
2004Q3,14987372.131250003,1317,ok,137410.0,2997474.426250001,2812185.0,264911.75
2004Q4,15252283.881250003,1450,ok,169867.5,3050456.776250001,2815017.5,1952755.5
2005Q1,17205039.38125,1510,ok,136922.5,3441007.8762500007,3224787.5,604851.55
2005Q2,17809890.931250002,1450,ok,395487.5,3561978.1862500007,3365862.5,837453.75
2005Q3,18647344.681250002,1603,ok,175110.0,3729468.9362500007,3455150.0,-163371.2
2005Q4,18483973.481250003,1493,ok,169530.0,3696794.696250001,3402677.5,1406108.075
2006Q1,19890081.556250002,1628,ok,190265.0,3978016.3112500007,3604872.5,299896.775
2006Q2,20189978.33125,1652,ok,367602.5,4037995.6662500002,3658495.0,-452149.275
2006Q3,19737829.056250002,1498,ok,135990.0,3947565.8112500007,3625650.0,480707.7
2006Q4,20218536.75625,1703,ok,186497.5,4043707.3512500003,3628517.5,615856.9
2007Q1,20834393.65625,1795,ok,186832.5,4166878.73125,3855687.0,254321.365
2007Q2,21088715.02125,1901,ok,384080.0,4217743.00425,3874037.5,924758.775
2007Q3,22013473.796249997,1684,ok,182142.5,4402694.759249999,3928866.0,69196.29500000001
2007Q4,22082670.09125,1582,ok,210365.0,4416534.01825,3658165.0,-260368.50000000003
2008Q1,21822301.59125,1477,ok,205222.5,4364460.31825,3752960.0,-329488.125
2008Q2,21492813.46625,1581,ok,396310.0,4298562.69325,3504714.0,271192.38
2008Q3,21764005.846249998,1367,ok,166170.0,4352801.169249999,3605794.5,14823.765
2008Q4,21778829.61125,597,ok,166105.0,4355765.92225,3940291.0,-629342.08
2009Q1,21149487.53125,868,ok,326767.5,4229897.506250001,3678214.0,-399042.395
2009Q2,20750445.13625,1285,ok,323607.5,4150089.0272500003,3407604.0,233484.105
2009Q3,20983929.24125,1640,ok,195280.0,4196785.848250001,3602087.5,349880.275
2009Q4,21333809.51625,1621,ok,235527.5,4266761.90325,3703454.0,237790.70500000002
2010Q1,21571600.221249998,1877,ok,180600.5,4314320.044249999,3908214.0,1031647.595
2010Q2,22603247.816249996,1864,ok,529250.0,4520649.56325,4003656.5,-417414.195
2010Q3,22185833.621249996,1813,ok,201115.0,4437166.724249999,3975167.0,-170796.06
2010Q4,22015037.561249997,1930,ok,231456.0,4403007.51225,3889916.5,377786.685
2012Q1,22392824.246249996,1962,ok,172014.5,4478564.849249999,3964460.0,283751.635
2012Q2,22676575.881249998,1963,ok,399941.0,4535315.17625,4027568.5,-195746.825
2012Q3,22480829.05625,1957,ok,148034.5,4496165.81125,3980355.5,585381.37
2012Q4,23066210.42625,2024,ok,204023.5,4613242.0852500005,4183114.5,-182734.22999999998
2013Q1,22883476.19625,2134,ok,174228.5,4576695.23925,4234154.0,1501319.235
2013Q2,24384795.43125,2253,ok,629901.5,4876959.08625,4459141.5,1375771.8
2013Q3,25760567.23125,1432,ok,200734.0,5152113.44625,4848333.0,-390723.97
