quarter,trailing_nav_used,base_unit,n_new_positions,cap_status,n_dropped_low_conviction,quarter_realized_pnl
1995Q1,10000000.0,70000.0,0,ok,0,0.0
1995Q2,10000000.0,70000.0,0,ok,0,0.0
1995Q3,10000000.0,70000.0,0,ok,0,0.0
1995Q4,10000000.0,70000.0,0,ok,0,0.0
1996Q1,10000000.0,70000.0,360,ok,0,151015.05490262795
1996Q2,10151015.054902628,71057.10538431839,545,ok,0,972364.4358952541
1996Q3,11123379.490797883,77863.65643558519,1249,ok,0,716938.933444711
1996Q4,11840318.424242593,82882.22896969816,1581,ok,0,540556.1541122106
1997Q1,12380874.578354804,86666.12204848362,1367,ok,0,-1150834.0916447116
1997Q2,11230040.486710092,78610.28340697064,1361,ok,0,1861476.627495075
1997Q3,13091517.114205167,91640.61979943617,1338,ok,0,1498237.5086191527
1997Q4,14589754.622824319,102128.28235977024,1366,ok,0,1088425.4317085631
1998Q1,15678180.054532882,109747.26038173017,1742,ok,0,566342.9328124501
1998Q2,16244522.987345332,113711.66091141733,1330,ok,0,1885779.58143786
1998Q3,18130302.568783194,126912.11798148236,1386,ok,0,469035.0323811935
1998Q4,18599337.601164386,130195.36320815071,1754,ok,0,4178097.708619625
1999Q1,22777435.30978401,159442.04716848806,1486,ok,0,-178129.81801681936
1999Q2,22599305.49176719,158195.13844237034,1694,ok,0,1769496.4494722458
1999Q3,24368801.941239435,170581.61358867606,1767,ok,0,3049502.6212384645
1999Q4,27418304.5624779,191928.13193734532,1424,ok,0,3504045.5542727723
2000Q1,30922350.116750672,216456.45081725472,1772,ok,0,3832211.4566796655
2000Q2,34754561.57343034,243281.93101401237,1561,ok,0,4025187.738363806
2000Q3,38779749.31179415,271458.245182559,1684,ok,0,-1076412.38692631
2000Q4,37703336.92486784,263923.35847407486,1239,ok,0,-6455042.669582957
2001Q1,31248294.255284883,218738.05978699418,1379,ok,0,-6040844.125013848
2001Q2,25207450.130271036,176452.15091189725,1526,ok,0,6184285.069441324
2001Q3,31391735.19971236,219742.1463979865,1313,ok,0,1057533.1979421065
2001Q4,32449268.397654466,227144.87878358125,1671,ok,0,27792.782127301616
2002Q1,32477061.17978177,227339.42825847238,1297,ok,0,-989698.2327316675
2002Q2,31487362.947050102,220411.54062935073,1594,ok,0,4453375.041667482
2002Q3,35940737.988717586,251585.16592102312,1600,ok,0,4157118.2802986605
2002Q4,40097856.26901624,280684.9938831137,1290,ok,0,-4589799.098593743
2003Q1,35508057.1704225,248556.40019295752,1600,ok,0,3129258.0682658665
2003Q2,38637315.238688365,270461.20667081856,1290,ok,0,202560.85531823288
2003Q3,38839876.0940066,271879.1326580462,1600,ok,0,354833.0155875434
2003Q4,39194709.109594144,274362.96376715903,1703,ok,0,-571496.9116843303
