quarter,trailing_nav_used,base_unit,n_new_positions,cap_status,n_dropped_low_conviction,quarter_realized_pnl
2004Q1,38623212.19790982,270362.48538536875,1694,ok,0,876562.4155710826
2004Q2,39499774.6134809,276498.42229436635,1701,ok,0,2314038.4724375955
2004Q3,41813813.0859185,292696.69160142954,1474,ok,0,940287.37717696
2004Q4,42754100.463095464,299278.70324166823,1531,ok,0,2553879.302007043
2005Q1,45307979.765102506,317155.85835571756,1562,ok,0,2061975.6583784074
2005Q2,47369955.42348091,331589.6879643664,1679,ok,0,1199352.4464511569
2005Q3,48569307.86993207,339985.1550895245,1887,ok,0,2626949.664611269
2005Q4,51196257.534543335,358373.80274180335,1732,ok,0,2391210.6227130233
2006Q1,53587468.15725636,375112.2771007945,1736,ok,0,3167111.1021521534
2006Q2,56754579.25940851,397282.0548158596,1735,ok,0,1605120.641213811
2006Q3,58359699.90062232,408517.89930435625,1779,ok,0,-2995464.524399173
2006Q4,55364235.37622315,387549.64763356204,1778,ok,0,-456451.8905007932
2007Q1,54907783.485722356,384354.4844000565,1886,ok,0,1752348.289092283
2007Q2,56660131.774814636,396620.92242370243,1938,ok,0,3602455.7565019233
2007Q3,60262587.531316556,421838.1127192159,1906,ok,0,7056293.570901947
2007Q4,67318881.10221851,471232.16771552956,1965,ok,0,3765234.4109155773
2008Q1,71084115.51313409,497588.80859193864,1852,ok,0,-3997743.079872509
2008Q2,67086372.43326158,469604.60703283106,1920,ok,0,7499732.913621326
2008Q3,74586105.34688291,522102.73742818035,1949,ok,0,-6763436.674733333
2008Q4,67822668.67214957,474758.680705047,1848,ok,0,3687131.920344145
2009Q1,71509800.59249371,500568.604147456,1947,ok,0,-1500089.5382076108
2009Q2,70009711.0542861,490067.9773800028,1876,ok,0,-5533678.756453452
2009Q3,64476032.29783265,451332.22608482855,1908,ok,0,-5136093.254814618
2009Q4,59339939.043018036,415379.57330112625,1916,ok,0,1402848.6074568743
2010Q1,60742787.65047491,425199.5135533244,1951,ok,0,-924344.6482555539
2010Q2,59818443.00221936,418729.10101553553,1950,ok,0,228131.30428414766
2010Q3,60046574.306503505,420326.0201455245,1961,ok,0,1438189.1305326866
2010Q4,61484763.437036194,430393.34405925334,1979,ok,0,-350246.03446450527
2011Q1,61134517.402571686,427941.6218180018,1815,ok,0,1115161.0302273247
2011Q2,62249678.43279901,435747.7490295931,1852,ok,0,2323596.696904002
2011Q3,64573275.129703015,452012.9259079211,1846,ok,0,-2384420.629946144
2011Q4,62188854.49975687,435321.9814982981,1847,ok,0,1648701.850461598
2012Q1,63837556.35021847,446862.89445152925,1843,ok,0,1424106.9084464442
2012Q2,65261663.25866491,456831.6428106544,1878,ok,0,1455758.179672421
2012Q3,66717421.43833733,467021.95006836136,1885,ok,0,-1864419.7422998839
2012Q4,64853001.69603745,453971.01187226217,1871,ok,0,-896784.7055776672
2013Q1,63956216.990459785,447693.5189332185,1860,ok,0,1669618.1731986776
2013Q2,65625835.16365846,459380.8461456092,1859,ok,0,2345381.264940027
2013Q3,67971216.4285985,475798.5150001895,1845,ok,0,3988463.431287516
2013Q4,71959679.859886,503717.759019202,1820,ok,0,-584676.6697996643
2014Q1,71375003.19008633,499625.0223306044,0,ok,0,1805425.4378752587
2014Q2,73180428.62796159,512263.0003957311,0,ok,0,-808480.753568492
