quarter,trailing_nav_used,n_new_positions,cap_status,outstanding_premium_before,premium_budget,outstanding_premium_after,quarter_realized_pnl
2002Q2,10406668.96875,1062,ok,52275.0,2081333.7937500002,1827880.0,-25145.649999999994
2002Q3,10381523.31875,706,ok,27000.0,2076304.66375,1952420.0,595254.9
2002Q4,10976778.21875,751,ok,26747.5,2195355.6437500003,1997792.5,115278.65000000001
2003Q1,11092056.86875,912,ok,0.0,2218411.3737500003,2102002.5,-103445.07499999998
2003Q2,10988611.793750001,1144,ok,22477.5,2197722.35875,2031872.5,191405.65000000002
2003Q3,11180017.443750001,1240,ok,38737.5,2236003.4887500005,2011750.0,19457.125
2003Q4,11199474.568750001,1289,ok,24187.5,2239894.9137500003,2023467.5,155321.6
2004Q1,11354796.168750001,1385,ok,1680.0,2270959.23375,2042260.0,77992.6
2004Q2,11432788.76875,1341,ok,25695.0,2286557.75375,2073747.5,-85891.575
2004Q3,11346897.193750001,1307,ok,32512.5,2269379.43875,2079652.5,36468.3
2004Q4,11383365.493750002,1427,ok,24772.5,2276673.0987500004,2035435.0,410550.125
2005Q1,11793915.618750002,1482,ok,0.0,2358783.1237500007,2139365.0,161949.05
2005Q2,11955864.668750003,1427,ok,23030.0,2391172.933750001,2202285.0,184932.35
2005Q3,12140797.018750003,1562,ok,35342.5,2428159.4037500005,2164217.5,58026.25
2005Q4,12198823.268750003,1443,ok,21537.5,2439764.6537500005,2147187.5,303763.0
2006Q1,12502586.268750003,1561,ok,3920.0,2500517.2537500006,2104850.0,11457.099999999999
2006Q2,12514043.368750002,1569,ok,27517.5,2502808.6737500005,2107867.5,-41095.50000000001
2006Q3,12472947.868750002,1436,ok,31717.5,2494589.5737500004,2165085.0,133673.975
2006Q4,12606621.843750002,1602,ok,24102.5,2521324.3687500004,2106320.0,12655.975000000013
2007Q1,12619277.818750001,1732,ok,7050.0,2523855.5637500007,2211966.0,113544.52
2007Q2,12732822.338750001,1827,ok,40037.5,2546564.4677500003,2197733.5,114506.12
2007Q3,12847328.45875,1576,ok,37942.5,2569465.69175,2082907.0,-18934.43499999999
2007Q4,12828394.02375,1413,ok,37745.0,2565678.80475,1836874.5,20781.115000000005
2008Q1,12849175.13875,1347,ok,1730.0,2569835.0277500004,1953536.0,-39070.67999999999
2008Q2,12810104.45875,1431,ok,32260.0,2562020.8917500004,1824442.5,48848.525
2008Q3,12858952.98375,1213,ok,27052.5,2571790.5967500005,1871867.0,52953.065
2008Q4,12911906.04875,565,ok,16845.0,2582381.2097500004,2170437.5,-51285.27499999995
2009Q1,12860620.77375,798,ok,0.0,2572124.15475,2015754.0,-107368.12000000001
2009Q2,12753252.65375,1122,ok,42250.0,2550650.5307500004,1823157.0,21539.290000000008
2009Q3,12774791.94375,1515,ok,28027.5,2554958.38875,1960260.0,112050.025
2009Q4,12886841.96875,1505,ok,31885.0,2577368.3937500003,1990112.0,-6686.809999999998
2010Q1,12880155.15875,1837,ok,877.4999999999999,2576031.03175,2198876.0,112865.54500000001
2010Q2,12993020.70375,1780,ok,54363.5,2598604.1407500003,2099518.0,-2365.6349999999875
2010Q3,12990655.06875,1735,ok,31936.5,2598131.01375,2143556.5,-15639.099999999999
2010Q4,12975015.96875,1832,ok,33996.5,2595003.19375,2094229.5,114454.01000000001
2012Q1,13089469.97875,1867,ok,1375.0,2617893.9957500002,2106831.0,106460.82
2012Q2,13195930.79875,1881,ok,30298.5,2639186.15975,2145921.5,13600.309999999998
2012Q3,13209531.10875,1841,ok,32150.0,2641906.2217500005,2130407.0,172739.79
2012Q4,13382270.89875,1938,ok,28415.0,2676454.17975,2247863.0,-95853.44
2013Q1,13286417.45875,2071,ok,4752.5,2657283.49175,2303526.0,242913.29499999998
2013Q2,13529330.75375,2186,ok,41998.0,2705866.15075,2301394.5,292846.605
2013Q3,13822177.35875,2025,ok,34139.0,2764435.4717500005,2277811.0,8047.8399999999965
