quarter,trailing_nav_used,n_new_positions,cap_status,outstanding_premium_before,premium_budget,outstanding_premium_after,quarter_realized_pnl
1996Q1,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1996Q2,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1996Q3,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1996Q4,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1997Q1,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1997Q2,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1997Q3,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1997Q4,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1998Q1,10000000.0,1311,ok,0.0,4000000.0,3480421.875,194462.34375
1998Q2,10194462.34375,1372,ok,103512.5,4077784.9375,3488371.875,-141383.28125
1998Q3,10053079.0625,1062,ok,48443.75,4021231.625,3591396.875,-443335.46875
1998Q4,9609743.59375,845,ok,51512.5,3843897.4375,3400687.5,213990.375
1999Q1,9823733.96875,948,ok,12103.125,3929493.5875000004,3365490.625,-177151.625
1999Q2,9646582.34375,1046,ok,64953.125,3858632.9375,3227387.5,115483.21875
1999Q3,9762065.5625,1093,ok,40215.625,3904826.225,3348187.5,-205667.28125
1999Q4,9556398.28125,944,ok,56100.0,3822559.3125,3336000.0,180415.5
2000Q1,9736813.78125,946,ok,1425.0,3894725.5125,2920487.5,-34643.75
2000Q2,9702170.03125,743,ok,52965.625,3880868.0125,3347425.0,74622.46875
2000Q3,9776792.5,825,ok,44137.5,3910717.0,3163400.0,-105420.375
2000Q4,9671372.125,629,ok,61193.75,3868548.85,3529839.375,310533.75625
2001Q1,9981905.88125,821,ok,9787.5,3992762.3525,3516957.5,5644.274999999994
2001Q2,9987550.15625,886,ok,26880.0,3995020.0625,3562983.75,184125.6375
2001Q3,10171675.79375,955,ok,86055.0,4068670.3175,3781122.5,114307.975
2001Q4,10285983.768749999,934,ok,50592.5,4114393.5075,3810410.0,180577.97499999998
2002Q1,10466561.743749999,1093,ok,0.0,4186624.6975,3904595.0,149614.65
2002Q2,10616176.393749999,1117,ok,111562.5,4246470.5575,4011297.5,-67414.54999999999
2002Q3,10548761.843749998,712,ok,56792.5,4219504.7375,4103865.0,1217145.325
2002Q4,11765907.168749997,774,ok,54735.0,4706362.867499999,4506702.5,252070.975
2003Q1,12017978.143749997,921,ok,0.0,4807191.257499999,4693150.0,-233677.0
2003Q2,11784301.143749997,1163,ok,48535.0,4713720.457499999,4549425.0,421735.8
2003Q3,12206036.943749998,1275,ok,86017.5,4882414.777499999,4641985.0,38820.975000000035
2003Q4,12244857.918749997,1329,ok,56000.0,4897943.1674999995,4660445.0,345176.65
2004Q1,12590034.568749998,1423,ok,3919.9999999999995,5036013.8275,4790377.5,158743.77500000002
2004Q2,12748778.343749998,1376,ok,61857.5,5099511.337499999,4898810.0,-212866.07499999998
2004Q3,12535912.268749999,1331,ok,75915.0,5014364.9075,4824725.0,74020.70000000001
2004Q4,12609932.968749998,1470,ok,57465.0,5043973.1875,4796747.5,928681.525
2005Q1,13538614.493749999,1523,ok,0.0,5415445.797499999,5185292.5,374476.225
2005Q2,13913090.718749998,1469,ok,57712.5,5565236.2875,5368062.5,428142.0
2005Q3,14341232.718749998,1615,ok,90455.0,5736493.087499999,5463195.0,128567.80000000002
2005Q4,14469800.518749999,1516,ok,54150.0,5787920.2075,5488662.5,728277.125
2006Q1,15198077.643749999,1657,ok,9490.0,6079231.0575,5707190.0,8726.5
2006Q2,15206804.143749999,1687,ok,72540.0,6082721.6575,5703685.0,-137786.85
2006Q3,15069017.29375,1516,ok,81910.0,6027606.9175,5709605.0,320354.15
2006Q4,15389371.44375,1757,ok,61887.5,6155748.577500001,5755642.5,17504.850000000006
2007Q1,15406876.29375,1821,ok,20070.0,6162750.5175,5837640.0,267907.4
2007Q2,15674783.69375,1932,ok,102415.0,6269913.4775,5934370.0,267070.35
2007Q3,15941854.04375,1723,ok,101007.5,6376741.6175,5922373.0,-95713.96499999995
2007Q4,15846140.07875,1662,ok,101160.0,6338456.0315000005,5615300.0,5634.799999999959
2008Q1,15851774.87875,1525,ok,5190.0,6340709.9515,5737979.0,-126554.66999999997
2008Q2,15725220.20875,1668,ok,85555.0,6290088.083500001,5525157.5,104878.42499999999
2008Q3,15830098.633750001,1435,ok,72012.5,6332039.453500001,5606975.0,112796.625
2008Q4,15942895.258750001,609,ok,46297.5,6377158.103500001,5940785.0,-170142.1249999999
2009Q1,15772753.133750001,905,ok,0.0,6309101.253500001,5764713.5,-306202.405
2009Q2,15466550.728750002,1375,ok,114025.0,6186620.291500001,5438136.0,40096.17000000001
2009Q3,15506646.898750002,1677,ok,82685.0,6202658.759500001,5594656.5,280533.35500000004
2009Q4,15787180.253750002,1663,ok,85520.0,6314872.101500001,5731562.0,-58453.25999999998
2010Q1,15728726.993750002,1895,ok,2182.5,6291490.797500001,5923714.5,266705.54000000004
2010Q2,15995432.533750001,1897,ok,142797.5,6398173.013500001,5859075.0,-52183.82499999997
2010Q3,15943248.708750002,1835,ok,83865.5,6377299.483500001,5895002.5,-58661.609999999986
2010Q4,15884587.098750003,1967,ok,89837.5,6353834.839500002,5856651.0,277918.09500000003
2012Q1,16162505.193750003,1991,ok,3437.5,6465002.0775000015,5962990.0,260072.42500000002
2012Q2,16422577.618750004,2004,ok,81464.5,6569031.047500002,6073280.5,-12441.479999999981
2012Q3,16410136.138750004,1985,ok,98295.0,6564054.455500002,6018189.5,435511.165
2012Q4,16845647.303750005,2048,ok,75348.0,6738258.921500002,6309070.0,-271725.16000000003
2013Q1,16573922.143750004,2144,ok,12402.5,6629568.857500002,6274876.5,609005.28
2013Q2,17182927.423750006,2272,ok,109349.0,6873170.969500002,6454200.0,758991.47
2013Q3,17941918.893750004,2142,ok,102226.0,7176767.557500002,6706336.0,14028.700000000012
