quarter,trailing_nav_used,base_unit,n_new_positions,cap_status,quarter_realized_pnl
1996Q1,10000000.0,15000.0,22,priority_capped,-158626.15625
1996Q2,9841373.84375,14762.060765625,20,priority_capped,861883.90625
1996Q3,10703257.75,16054.886625000001,23,priority_capped,419316.375
1996Q4,11122574.125,16683.8611875,21,priority_capped,274135.875
1997Q1,11396710.0,17095.065,22,priority_capped,-257020.15625
1997Q2,11139689.84375,16709.534765625,27,priority_capped,222012.71875
1997Q3,11361702.5625,17042.55384375,25,priority_capped,-118939.78125
1997Q4,11242762.78125,16864.144171875,23,priority_capped,144933.0625
1998Q1,11387695.84375,17081.543765625,23,priority_capped,-461026.40625
1998Q2,10926669.4375,16390.00415625,32,priority_capped,3935.0625
1998Q3,10930604.5,16395.906750000002,27,priority_capped,118487.03125
1998Q4,11049091.53125,16573.637296875,33,priority_capped,584713.34375
1999Q1,11633804.875,17450.7073125,32,priority_capped,-346294.03125
1999Q2,11287510.84375,16931.266265625,28,priority_capped,-312674.5
1999Q3,10974836.34375,16462.254515625,28,priority_capped,111863.9375
1999Q4,11086700.28125,16630.050421875,33,priority_capped,-55032.84375
2000Q1,11031667.4375,16547.50115625,26,priority_capped,1026753.0
2000Q2,12058420.4375,18087.63065625,26,priority_capped,-239434.6875
2000Q3,11818985.75,17728.478625,21,priority_capped,-97356.28125
2000Q4,11721629.46875,17582.444203125,19,priority_capped,-415348.8125
2001Q1,11306280.65625,16959.420984375,21,priority_capped,-728268.8875
2001Q2,10578011.76875,15867.017653125002,19,priority_capped,-130282.12499999994
2001Q3,10447729.64375,15671.594465625001,25,priority_capped,220913.175
2001Q4,10668642.818750001,16002.964228125002,18,priority_capped,378312.67500000016
2002Q1,11046955.493750002,16570.433240625003,22,priority_capped,271404.625
2002Q2,11318360.118750002,16977.540178125004,19,priority_capped,-183310.925
2002Q3,11135049.193750001,16702.573790625003,20,priority_capped,168013.2
2002Q4,11303062.39375,16954.593590625,30,priority_capped,-68488.05000000009
2003Q1,11234574.34375,16851.861515625,27,priority_capped,74055.29999999994
2003Q2,11308629.64375,16962.944465625,21,priority_capped,667062.25
2003Q3,11975691.89375,17963.537840625002,19,priority_capped,-115924.74999999996
2003Q4,11859767.14375,17789.650715625,18,priority_capped,150461.47500000003
2004Q1,12010228.61875,18015.342928125,19,priority_capped,161624.9499999999
2004Q2,12171853.56875,18257.780353125,19,priority_capped,369395.55000000005
2004Q3,12541249.11875,18811.873678125,28,priority_capped,-257026.72500000003
2004Q4,12284222.39375,18426.333590625003,27,priority_capped,785776.6500000001
2005Q1,13069999.043750001,19604.998565625003,29,priority_capped,250156.85000000006
2005Q2,13320155.89375,19980.233840625002,28,priority_capped,-209239.92499999987
2005Q3,13110915.96875,19666.373953125,25,priority_capped,-235211.72499999992
2005Q4,12875704.24375,19313.556365625,29,priority_capped,574411.3999999999
2006Q1,13450115.64375,20175.173465625,31,priority_capped,297496.82499999995
2006Q2,13747612.46875,20621.418703125,28,priority_capped,39727.74999999994
2006Q3,13787340.21875,20681.010328125,38,priority_capped,-94613.30000000002
2006Q4,13692726.91875,20539.090378124998,33,priority_capped,315565.65
2007Q1,14008292.56875,21012.438853125,34,priority_capped,200160.05
2007Q2,14208452.61875,21312.678928125002,34,priority_capped,676563.275
2007Q3,14885015.89375,22327.523840625003,35,priority_capped,58039.07500000007
2007Q4,14943054.96875,22414.582453125,41,priority_capped,391269.15000000014
2008Q1,15334324.11875,23001.486178125,40,priority_capped,-388986.1999999999
2008Q2,14945337.918750001,22418.006878125,34,priority_capped,165164.79999999987
2008Q3,15110502.718750002,22665.754078125003,32,priority_capped,456122.235
2008Q4,15566624.953750001,23349.937430625003,49,priority_capped,-247600.22499999992
2009Q1,15319024.728750002,22978.537093125004,35,priority_capped,52969.50000000006
2009Q2,15371994.228750002,23057.991343125002,40,priority_capped,439473.0
2009Q3,15811467.228750002,23717.200843125003,35,priority_capped,379359.58999999997
2009Q4,16190826.818750001,24286.240228125003,28,priority_capped,-21759.599999999977
2010Q1,16169067.218750002,24253.600828125003,50,priority_capped,-161643.10000000003
2010Q2,16007424.118750002,24011.136178125005,48,priority_capped,478473.3199999999
2010Q3,16485897.438750003,24728.846158125005,40,priority_capped,-82837.45
2010Q4,16403059.988750003,24604.589983125006,41,priority_capped,160323.09999999995
2012Q1,16563383.088750003,24845.074633125005,51,priority_capped,40565.73999999996
2012Q2,16603948.828750003,24905.923243125006,54,priority_capped,-101053.84999999999
2012Q3,16502894.978750004,24754.342468125007,51,priority_capped,-118489.40000000008
2012Q4,16384405.578750003,24576.608368125006,43,priority_capped,-285913.27
2013Q1,16098492.308750004,24147.738463125006,45,priority_capped,84364.30000000003
2013Q2,16182856.608750004,24274.284913125008,44,priority_capped,94454.37499999988
2013Q3,16277310.983750004,24415.966475625006,78,priority_capped,-133180.07499999995
