quarter,trailing_nav_used,n_new_positions,cap_status,outstanding_premium_before,premium_budget,outstanding_premium_after,quarter_realized_pnl
2004Q4,18409896.4875,1472,ok,310297.5,5522968.94625,5280910.0,3582111.625
2005Q1,21992008.1125,1523,ok,262167.5,6597602.43375,6384500.0,1168792.525
2005Q2,23160800.6375,1470,ok,793092.5,6948240.191249999,6760202.5,1643384.2
2005Q3,24804184.8375,1615,ok,355982.5,7441255.451249999,7163727.5,-342804.85
2005Q4,24461379.987499997,1525,ok,346407.5,7338413.996249999,7058210.0,2836765.925
2006Q1,27298145.912499998,1661,ok,398187.5,8189443.773749999,7806707.5,607796.9
2006Q2,27905942.812499996,1696,ok,795705.0,8371782.843749998,7973107.5,-1021177.075
2006Q3,26884765.737499997,1520,ok,292185.0,8065429.721249999,7721037.5,985656.925
2006Q4,27870422.662499998,1766,ok,395227.5,8361126.798749999,7955280.0,1320495.925
2007Q1,29190918.5875,1829,ok,404482.5,8757275.57625,8455008.0,519022.235
2007Q2,29709940.822499998,1941,ok,853610.0,8912982.246749999,8577736.5,1970835.705
2007Q3,31680776.527499996,1739,ok,409640.0,9504232.95825,9010626.0,103998.41999999998
2007Q4,31784774.947499998,1699,ok,481480.0,9535432.48425,8776145.0,-679460.4500000001
2008Q1,31105314.4975,1538,ok,480540.0,9331594.34925,8718800.0,-774004.8
2008Q2,30331309.697499998,1695,ok,937220.0,9099392.909249999,8354608.5,592002.845
2008Q3,30923312.542499997,1465,ok,379867.5,9276993.762749998,8519985.5,-16488.03999999998
2008Q4,30906824.502499998,615,ok,380002.5,9272047.35075,8850892.5,-1446499.2
2009Q1,29460325.3025,909,ok,718385.0,8838097.59075,8283442.5,-901368.725
2009Q2,28558956.577499997,1391,ok,721855.0,8567686.973249998,7806493.5,510007.345
2009Q3,29068963.922499996,1687,ok,435702.5,8720689.176749999,8095117.0,749981.565
2009Q4,29818945.487499997,1678,ok,519620.0,8945683.646249998,8365253.0,494038.51
2010Q1,30312983.9975,1899,ok,408694.5,9093895.19925,8693981.0,2234692.4050000003
2010Q2,32547676.4025,1912,ok,1170906.0,9764302.92075,9245429.0,-1028653.19
2010Q3,31519023.2125,1839,ok,466003.5,9455706.96375,8992219.0,-407385.4650000001
2010Q4,31111637.7475,1977,ok,515575.5,9333491.32425,8825854.0,843303.145
2012Q1,31954940.8925,2002,ok,384596.5,9586482.267749999,9071644.0,608790.075
2012Q2,32563730.967499997,2012,ok,914103.5,9769119.29025,9239302.5,-523423.47
2012Q3,32040307.4975,1996,ok,353805.0,9612092.249249998,9060234.0,1295800.13
2012Q4,33336107.627499998,2056,ok,457949.0,10000832.28825,9543976.5,-399090.32499999995
2013Q1,32937017.3025,2153,ok,395561.0,9881105.19075,9518586.0,3278375.75
2013Q2,36215393.052499995,2283,ok,1424943.5,10864617.915749999,10455839.0,3131472.135
2013Q3,39346865.18749999,1439,ok,475051.5,11804059.556249997,11514670.0,-907840.5549999999
