hold_horizon_days,n_positions_eligible,n_positions_sized,total_return,annualized_return,annualized_vol,sharpe,max_drawdown,final_nav,half_kelly_multiplier,assumed_roundtrip_cost_pct,max_premium_frac,max_outstanding_premium_frac
1,83882,78603,-0.029656473500000127,-0.0018029612025148856,0.00686045764476278,-0.25961513219556104,-0.05896941709559554,9703435.264999999,0.5,0.03,0.3,0.2876071048338668
5,83841,80627,0.5760584701250003,0.027644874331518077,0.01690989621224581,1.6211541879918867,-0.04665398904982656,15760584.701250004,0.5,0.03,0.3,0.2894072283939473
10,83763,81390,1.2680870463749978,0.0503143014172962,0.02718107698227343,1.8197142139519116,-0.06695448979658634,22680870.46374998,0.5,0.03,0.3,0.2917237458921711
20,83127,81207,2.843902463249997,0.08405909590795435,0.03438624325033729,2.364728593038081,-0.12550144798369484,38439024.63249997,0.5,0.03,0.3,0.2926451686844437
40,81695,79218,5.440768862125009,0.11812428916157813,0.03965913833586143,2.8357211959273654,-0.1493757259092453,64407688.621250086,0.5,0.03,0.3,0.2999804354085332
60,81605,74926,5.882442451875002,0.12257852495581334,0.03334215211835233,3.485360427474873,-0.17392677325595968,68824424.51875001,0.5,0.03,0.3,0.29254490236253683
