w_equity,w_options,w_beta,sharpe,annualized_return,annualized_vol,max_drawdown
1.5,4.0,0.25,1.2675384685045916,0.19396832318407098,0.14852909226462327,-0.3457252226928558
1.5,4.0,0.5,1.2945998532507685,0.19610072803508016,0.14659706520768218,-0.3558595435431805
1.5,4.0,0.75,1.3120549954198946,0.19817524494002847,0.14590274023351815,-0.365413614256855
1.5,4.0,1.0,1.320768942676472,0.2001950264276955,0.14626670439017042,-0.37688833316348713
2.0,0.0,0.0,1.4763998116517516,0.10760125028164835,0.07093826705255077,-0.1945904882776523
2.0,0.0,0.25,1.5437110702895052,0.11428007651500782,0.07177957636248976,-0.16583798738746786
2.0,0.0,0.5,1.4983667388749733,0.12038568395950944,0.07790598523593631,-0.16884149772858342
2.0,0.0,0.75,1.4055219154988183,0.1260111722814059,0.08716041117336397,-0.18814183674095467
2.0,0.0,1.0,1.3078376424066454,0.1312284850276224,0.09797180805547555,-0.20717195830002655
2.0,0.5,0.0,1.7551740963385323,0.12641777355999828,0.06920326682307246,-0.14631149244746938
2.0,0.5,0.25,1.800562986074854,0.13160678685064697,0.07004505057531714,-0.16087101777592136
2.0,0.5,0.5,1.7376585731466616,0.1364481802100066,0.07525671451634405,-0.1738153703002204
2.0,0.5,0.75,1.6269161204407694,0.14098683664755618,0.08321833147913452,-0.18731697081460172
2.0,0.5,1.0,1.5102233044075606,0.14525940206934562,0.092675532947568,-0.20406029749233184
2.0,1.0,0.0,1.7730912717476244,0.14131766860692863,0.07620400976554784,-0.15301732916089447
2.0,1.0,0.25,1.8182677966027418,0.14557147920762636,0.07636496771038674,-0.16630468080483257
2.0,1.0,0.5,1.78252739403064,0.14959158460898037,0.08002341374539237,-0.178411172104806
2.0,1.0,0.75,1.7007842156799045,0.15340302816136164,0.08611478512642026,-0.1910754102356646
2.0,1.0,1.0,1.6034865574141708,0.1570269982441379,0.09372496985482458,-0.21015052831655956
2.0,2.0,0.0,1.5883208173980534,0.1642673618590682,0.09884698750803488,-0.18973644785662003
2.0,2.0,0.25,1.6346653087080119,0.16740772662788395,0.09762249574841979,-0.20704025509344626
2.0,2.0,0.5,1.6445990794454026,0.17042119917544607,0.0986659948127626,-0.22591715632528753
2.0,2.0,0.75,1.6255409407532488,0.17331792709344418,0.10152243399580155,-0.24732823730218292
2.0,2.0,1.0,1.5871703210968078,0.17610687668153968,0.10575178622471335,-0.26800460169798784
2.0,3.0,0.0,1.422154520868256,0.1817761207801929,0.12273874047052283,-0.25334968608091885
2.0,3.0,0.25,1.4628960755718308,0.18427369039626051,0.12059240410037414,-0.26831782870587273
2.0,3.0,0.5,1.4860469036279478,0.18669144939105675,0.1200484598897361,-0.2820206944130734
2.0,3.0,0.75,1.4931868436331406,0.18903448888571384,0.12086717399992264,-0.29561858714344325
2.0,3.0,1.0,1.4870648576494898,0.19130742345616425,0.12281373113650325,-0.31177707944080685
2.0,4.0,0.0,1.3064501501621764,0.19597750986949403,0.14500952045997131,-0.30354837674226054
2.0,4.0,0.25,1.3411869851129752,0.19805532644243673,0.14226618334005786,-0.314659844864938
2.0,4.0,0.5,1.3662293658599147,0.20007823027925387,0.1407462849674118,-0.3249787815739679
2.0,4.0,0.75,1.3819330466721336,0.20204913486458276,0.14029791339637648,-0.3350880930062775
2.0,4.0,1.0,1.3891534094106894,0.2039707256429384,0.14077504506860544,-0.34605132842887837
