quarter,trailing_nav_used,n_new_positions,cap_status,outstanding_premium_before,premium_budget,outstanding_premium_after,quarter_realized_pnl
1996Q1,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1996Q2,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1996Q3,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1996Q4,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1997Q1,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1997Q2,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1997Q3,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1997Q4,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1998Q1,10000000.0,1311,ok,0.0,4000000.0,3480421.875,1246171.71875
1998Q2,11246171.71875,690,ok,3480421.875,4498468.6875,3906193.75,-196366.90625
1998Q3,11049804.8125,1063,ok,421440.625,4419921.925,4001843.75,-948862.09375
1998Q4,10100942.71875,302,ok,3508850.0,4040377.0875000004,3691421.875,553244.71875
1999Q1,10654187.4375,953,ok,180959.375,4261674.975000001,3709709.375,-371712.5
1999Q2,10282474.9375,328,ok,3528750.0,4112989.975,3681362.5,761343.5
1999Q3,11043818.4375,1110,ok,152612.5,4417527.375,3875162.5,-509879.625
1999Q4,10533938.8125,401,ok,3700181.25,4213575.525,3871900.0,-39339.0625
2000Q1,10494599.75,957,ok,170743.75,4197839.9,3231118.75,563401.25
2000Q2,11058001.0,560,ok,3050293.75,4423200.4,3923200.0,-368118.4375
2000Q3,10689882.5625,801,ok,872081.25,4275953.025,3552568.75,282721.0
2000Q4,10972603.5625,561,ok,2669912.5,4389041.425,4028928.75,-97954.2375
2001Q1,10874649.325,795,ok,1346556.875,4349859.7299999995,3926281.875,-340429.25
2001Q2,10534220.075,757,ok,2575375.0,4213688.03,3795560.0,450913.2
2001Q3,10985133.274999999,944,ok,1215107.5,4394053.31,4100805.0,-534350.925
2001Q4,10450782.349999998,792,ok,2886132.5,4180312.9399999995,3891197.5,479665.05
2002Q1,10930447.399999999,1085,ok,997062.5,4372178.96,4087577.5,1254399.55
2002Q2,12184846.95,1049,ok,3090515.0,4873938.78,4639725.0,10938.700000000004
2002Q3,12195785.649999999,711,ok,1532625.0,4878314.26,4748977.5,384096.925
2002Q4,12579882.575,745,ok,3185377.5,5031953.03,4837637.5,-264297.80000000005
2003Q1,12315584.774999999,918,ok,1642720.0,4926233.909999999,4806722.5,-295532.57499999995
2003Q2,12020052.2,1123,ok,3152285.0,4808020.88,4636637.5,3463366.925
2003Q3,15483419.125,1274,ok,1475255.0,6193367.65,5964855.0,1115432.0
2003Q4,16598851.125,1285,ok,4468165.0,6639540.45,6424822.5,2053887.775
2004Q1,18652738.9,1423,ok,1943227.5,7461095.56,7223072.5,1171892.15
2004Q2,19824631.049999997,1358,ok,5279845.0,7929852.419999999,7718342.5,612012.575
2004Q3,20436643.624999996,1331,ok,2430247.5,8174657.449999999,7999385.0,985658.375
2004Q4,21422301.999999996,1455,ok,5542902.5,8568920.799999999,8337172.5,4248624.4
2005Q1,25670926.4,1524,ok,2778305.0,10268370.56,10049937.5,17293.525000000023
2005Q2,25688219.924999997,1448,ok,7262632.5,10275287.969999999,10090735.0,765984.425
2005Q3,26454204.349999998,1616,ok,2792960.0,10581681.74,10306387.5,1296869.675
2005Q4,27751074.025,1493,ok,7482625.0,11100429.61,10813065.0,1020274.3
2006Q1,28771348.325,1661,ok,3328790.0,11508539.33,11117215.0,1690489.75
2006Q2,30461838.075,1673,ok,7773122.5,12184735.23,11815035.0,-222142.3749999999
2006Q3,30239695.7,1520,ok,4029547.5,12095878.280000001,11750842.5,1299993.65
2006Q4,31539689.349999998,1744,ok,7709682.5,12615875.74,12230942.5,4146499.7
2007Q1,35686189.05,1831,ok,4510667.5,14274475.62,13957446.0,1493837.645
2007Q2,37180026.695,1927,ok,9446778.5,14872010.678000001,14517363.0,8801731.965
2007Q3,45981758.66,1742,ok,5026409.5,18392703.463999998,17896626.5,1531775.49
2007Q4,47513534.15,1661,ok,12811329.5,19005413.66,18287203.5,595578.78
2008Q1,48109112.93,1549,ok,5411406.5,19243645.172000002,18604864.0,-2528661.225
2008Q2,45580451.705,1642,ok,13124715.0,18232180.682,17467022.0,3218187.79
2008Q3,48798639.495,1481,ok,4282389.5,19519455.798,18770260.0,-1509095.115
2008Q4,47289544.379999995,600,ok,14414570.5,18915817.752,18503354.0,-7347795.505
2009Q1,39941748.87499999,914,ok,4040196.0,15976699.549999997,15456899.0,-1271287.0899999999
2009Q2,38670461.785,1299,ok,11416703.0,15468184.714,14723012.5,3851203.215
2009Q3,42521665.0,1694,ok,3274927.0,17008666.0,16433814.0,3482306.39
2009Q4,46003971.39,1655,ok,13099509.5,18401588.556,17813836.0,1756896.205
2010Q1,47760867.595,1903,ok,4680581.5,19104347.038,18697788.0,4631674.805
2010Q2,52392542.4,1906,ok,14017206.5,20957016.96,20465264.0,2390905.275
2010Q3,54783447.675,1841,ok,6408645.0,21913379.07,21449330.5,1734565.935
2010Q4,56518013.61,1974,ok,14959345.5,22607205.444000002,22090280.5,7076703.45
2012Q1,63594717.06,2009,ok,7072325.0,25437886.824,24897381.5,1524590.305
2012Q2,65119307.365,2010,ok,17792301.5,26047722.946000002,25518247.0,-1510455.365
2012Q3,63608852.0,2007,ok,7693150.0,25443540.8,24885053.0,6483712.41
2012Q4,70092564.41,2059,ok,17159408.0,28037025.764,27609640.5,-665499.975
2013Q1,69427064.435,2155,ok,10436290.0,27770825.774000004,27407908.5,15398740.945
2013Q2,84825805.38,2205,ok,16971618.5,33930322.152,33515441.5,20689678.81
2013Q3,105515484.19,0,ok,16361223.0,42206193.676,16361223.0,9898915.5
