kind,horizon,decile,mean,se,t_stat,n_events,n_quarters
rr_ret_fwd,60,7,0.03256879188708469,0.011145538890315028,2.922137027881667,10742,66
rr_ret_fwd,60,8,0.03648861445153819,0.01087379858395477,3.3556456071735865,10293,66
rr_ret_fwd,60,9,0.04064625955775791,0.011291842078731714,3.599612824404931,11083,65
rr_ret_fwd,60,10,0.05120032552681169,0.011814206823937242,4.3337928893434166,10093,66
rr_ret_net_fwd,1,1,-0.04738925179202133,0.0017995161425026077,-26.334441060426695,11351,67
rr_ret_net_fwd,1,2,-0.041882384464332,0.0015913360645336799,-26.319006649676528,12003,67
rr_ret_net_fwd,1,3,-0.04024739437093406,0.001427956785055086,-28.185302799189014,11203,67
rr_ret_net_fwd,1,4,-0.037305043049565556,0.0014174120603262508,-26.319123488323445,15497,67
rr_ret_net_fwd,1,5,-0.03541694098855356,0.0012034595454560868,-29.42927423051122,10678,67
rr_ret_net_fwd,1,6,-0.03481176258967409,0.0011871945435128425,-29.322711075362616,13315,67
rr_ret_net_fwd,1,7,-0.0332538860164132,0.0011396798769899943,-29.17826899272799,12826,67
rr_ret_net_fwd,1,8,-0.03357549693311858,0.0012676462826453738,-26.486487116147195,12213,67
rr_ret_net_fwd,1,9,-0.03199550466677963,0.0011712320240925113,-27.317819192632,13111,67
rr_ret_net_fwd,1,10,-0.03064337105580567,0.0012203036692829462,-25.111266832305603,12056,67
rr_ret_net_fwd,5,1,-0.04815496579918052,0.002689261701771994,-17.9063888677887,11289,67
rr_ret_net_fwd,5,2,-0.042618282486676214,0.0024268293334003396,-17.56130186005368,11918,67
rr_ret_net_fwd,5,3,-0.03864719857011498,0.0021532491219337807,-17.948317348160284,11153,67
rr_ret_net_fwd,5,4,-0.03716019914396504,0.0023764898217968266,-15.636590909473703,15461,67
rr_ret_net_fwd,5,5,-0.034420948663589176,0.002294541350627317,-15.001232666466722,10641,67
rr_ret_net_fwd,5,6,-0.033019217901016695,0.0022269632868195067,-14.827014929453066,13267,67
rr_ret_net_fwd,5,7,-0.031504932596507426,0.0020366609793039878,-15.468913538704895,12792,67
rr_ret_net_fwd,5,8,-0.031253273930050465,0.0022809621477761664,-13.701794201416703,12156,67
rr_ret_net_fwd,5,9,-0.028322204515076974,0.0020351506325674866,-13.916515103035154,13085,67
rr_ret_net_fwd,5,10,-0.025447490396730995,0.0024254626803765582,-10.491808677419113,12035,67
rr_ret_net_fwd,10,1,-0.04520843259695865,0.00440700033617942,-10.258322929049603,11179,67
rr_ret_net_fwd,10,2,-0.04059326183765928,0.003981074702759487,-10.196558685402715,11831,67
rr_ret_net_fwd,10,3,-0.0365144834314638,0.0037395697747521707,-9.76435409174407,11105,67
rr_ret_net_fwd,10,4,-0.034510096303928026,0.003883922796513371,-8.885371340261454,15362,67
rr_ret_net_fwd,10,5,-0.03247157138274393,0.003844416682412493,-8.446423492878766,10597,67
rr_ret_net_fwd,10,6,-0.030611876820673744,0.00397708817956035,-7.69705760561179,13203,67
rr_ret_net_fwd,10,7,-0.02838822947026046,0.0036637519701619003,-7.748403740607471,12723,67
rr_ret_net_fwd,10,8,-0.0295469286946807,0.003813341416796487,-7.748304037119889,12096,67
rr_ret_net_fwd,10,9,-0.02569098172156263,0.0036146957494115088,-7.107370440719736,13010,67
