quarter,trailing_nav_used,n_new_positions,cap_status,outstanding_premium_before,premium_budget,outstanding_premium_after,quarter_realized_pnl
2004Q4,20486409.60625,1470,ok,1089155.0,6145922.881875,5914620.0,4980571.05
2005Q1,25466980.65625,1523,ok,1273910.0,7640094.196874999,7430610.0,715384.0
2005Q2,26182364.65625,1462,ok,3706585.0,7854709.396875,7668850.0,1585732.05
2005Q3,27768096.70625,1615,ok,1086842.5,8330429.011875,8049280.0,351799.375
2005Q4,28119896.08125,1524,ok,1474672.5,8435968.824375,8144305.0,3018306.025
2006Q1,31138202.10625,1657,ok,2432780.0,9341460.631874999,8943022.5,1043592.725
2006Q2,32181794.83125,1687,ok,3644475.0,9654538.449375,9275620.0,-1129721.85
2006Q3,31052072.98125,1520,ok,1531487.5,9315621.894375,8966522.5,1162006.45
2006Q4,32214079.43125,1763,ok,2129670.0,9664223.829374999,9273560.0,2084638.3
2007Q1,34298717.731249996,1826,ok,2960157.5,10289615.319374999,9970912.5,516364.35
2007Q2,34815082.08125,1931,ok,4470310.0,10444524.624374999,10099863.0,3063789.91
2007Q3,37878871.99124999,1739,ok,1714621.0,11363661.597374998,10885861.0,760337.8
2007Q4,38639209.79124999,1693,ok,2953922.5,11591762.937374996,10835212.5,-501560.20000000007
2008Q1,38137649.59124999,1538,ok,2556704.0,11441294.877374995,10812884.5,-1456891.915
2008Q2,36680757.67624999,1645,ok,5807918.0,11004227.302874995,10247483.0,958588.55
2008Q3,37639346.226249985,1468,ok,1839023.5,11291803.867874995,10524056.5,-799352.49
2008Q4,36839993.73624998,614,ok,3468291.5,11051998.120874995,10650383.0,-2145437.245
2009Q1,34694556.491249986,909,ok,3009484.0,10408366.947374996,9859753.0,-369797.06999999995
2009Q2,34324759.421249986,1367,ok,4821383.5,10297427.826374995,9561159.0,1483998.235
2009Q3,35808757.656249985,1689,ok,1980680.0,10742627.296874994,10151153.5,1658682.795
2009Q4,37467440.45124999,1674,ok,3190156.5,11240232.135374995,10663212.0,1833253.835
2010Q1,39300694.28624999,1899,ok,2893823.0,11790208.285874996,11385404.5,3289019.055
2010Q2,42589713.34124999,1906,ok,5963714.0,12776914.002374995,12275047.0,715543.01
2010Q3,43305256.351249985,1840,ok,2519408.0,12991576.905374995,12527286.0,712816.6600000001
2010Q4,44018073.01124999,1977,ok,3766072.5,13205421.903374996,12698263.0,3308474.285
2012Q1,47326547.296249986,2003,ok,3406045.5,14197964.188874995,13647872.5,887628.19
2012Q2,48214175.48624998,2009,ok,6908915.0,14464252.645874994,13942848.5,-226349.005
2012Q3,47987826.48124998,2002,ok,2305182.0,14396347.944374993,13839869.0,3536384.39
2012Q4,51524210.87124998,2059,ok,4285845.0,15457263.261374993,15035790.0,393666.65
2013Q1,51917877.52124998,2154,ok,4781670.0,15575363.256374992,15220098.0,6691367.66
2013Q2,58609245.181249976,2283,ok,8337016.0,17582773.554374993,17152993.0,6028515.19
2013Q3,64637760.371249974,7,ok,3638388.5,19391328.111374993,19390063.5,-230071.74999999907
