beta_target,annualized_return,annualized_vol,sharpe,max_drawdown,final_nav
0.5,0.15005573987008036,0.1369751519907677,1.0894575088925291,-0.3698196649604117,152255385.9134822
0.75,0.16393268616425627,0.17061512649049082,0.9753015359690183,-0.4237950154548499,192319643.6407254
1.0,0.177289271409226,0.21492592003922725,0.8670336882072357,-0.4830754392670847,240178671.6115867
1.25,0.18990130453350096,0.2674355491285607,0.7838322954953991,-0.5953738073145313,295573478.9165787
1.5,0.20151167950059623,0.32818550385679807,0.7229652301373056,-0.6966794793130924,357106414.99904394
1.75,0.21183204331572347,0.3998023387074206,0.6787785780607117,-0.7868296520258327,421833142.5701569
2.0,0.22053645241361397,0.4903804083435242,0.6465578600048504,-0.8664301473309475,484929920.5932768
2.5,0.23157132349715726,4.6911096827554895,0.3098876167659266,-0.9964428833444884,577840233.394337
3.0,-1.0,3.505229055238858,0.3501786221522068,-1.0915470181478313,570768500.1934942
