quarter,trailing_nav_used,n_new_positions,cap_status,outstanding_premium_before,premium_budget,outstanding_premium_after,quarter_realized_pnl
1996Q1,10000000.0,0,ok,0.0,3000000.0,0.0,0.0
1996Q2,10000000.0,0,ok,0.0,3000000.0,0.0,0.0
1996Q3,10000000.0,0,ok,0.0,3000000.0,0.0,0.0
1996Q4,10000000.0,0,ok,0.0,3000000.0,0.0,0.0
1997Q1,10000000.0,0,ok,0.0,3000000.0,0.0,0.0
1997Q2,10000000.0,0,ok,0.0,3000000.0,0.0,0.0
1997Q3,10000000.0,0,ok,0.0,3000000.0,0.0,0.0
1997Q4,10000000.0,0,ok,0.0,3000000.0,0.0,0.0
1998Q1,10000000.0,1257,ok,0.0,3000000.0,2478200.0,317282.125
1998Q2,10317282.125,1315,ok,138268.75,3095184.6374999997,2502321.875,-171074.71875
1998Q3,10146207.40625,1036,ok,75678.125,3043862.221875,2620484.375,-478987.9375
1998Q4,9667219.46875,796,ok,81068.75,2900165.8406249997,2463593.75,326324.25
1999Q1,9993543.71875,901,ok,106665.625,2998063.115625,2463412.5,-171161.78125
1999Q2,9822381.9375,986,ok,103553.125,2946714.58125,2302393.75,218191.03125
1999Q3,10040572.96875,1037,ok,76968.75,3012171.890625,2438271.875,-224979.71875
1999Q4,9815593.25,905,ok,73062.5,2944677.975,2462434.375,419587.59375
2000Q1,10235180.84375,874,ok,76737.5,3070554.253125,2116571.875,19101.84375
2000Q2,10254282.6875,719,ok,101700.0,3076284.80625,2580153.125,72274.53125
2000Q3,10326557.21875,773,ok,113937.5,3097967.165625,2374728.125,-23589.34375
2000Q4,10302967.875,613,ok,91362.5,3090890.3625,2748405.0,474724.35
2001Q1,10777692.225,801,ok,60237.5,3233307.6675,2780880.625,36181.33125000002
2001Q2,10813873.55625,870,ok,86107.5,3244162.066875,2830988.75,217486.0625
2001Q3,11031359.61875,944,ok,126912.5,3309407.885625,3016722.5,124138.20000000003
2001Q4,11155497.81875,923,ok,119592.5,3346649.3456249996,3044322.5,257205.6
2002Q1,11412703.41875,1084,ok,135007.5,3423811.025625,3126230.0,133568.325
2002Q2,11546271.743749999,1107,ok,175655.0,3463881.5231249994,3232782.5,-34431.32500000002
2002Q3,11511840.41875,711,ok,87130.0,3453552.125625,3326875.0,1493635.15
2002Q4,13005475.56875,772,ok,114505.0,3901642.670625,3708797.5,181563.725
2003Q1,13187039.29375,920,ok,150085.0,3956111.7881249995,3846972.5,-335176.625
2003Q2,12851862.66875,1161,ok,129360.0,3855558.8006249997,3684715.0,754884.35
2003Q3,13606747.018749999,1272,ok,145007.5,4082024.1056249994,3866682.5,27157.25
2003Q4,13633904.268749999,1326,ok,126437.5,4090171.2806249997,3856867.5,646329.6
2004Q1,14280233.868749999,1421,ok,126530.0,4284070.160625,4036530.0,402550.0
2004Q2,14682783.868749999,1373,ok,129045.0,4404835.160625,4192452.5,-396254.725
2004Q3,14286529.143749999,1329,ok,138045.0,4285958.743124999,4104652.5,102801.775
