quarter,trailing_nav_used,base_unit,n_new_positions,cap_status,n_dropped_low_conviction,quarter_realized_pnl
2004Q2,47158270.73251937,565899.2487902325,1701,ok,0,5531916.17806072
2004Q3,52690186.91058009,632282.2429269612,1474,ok,0,1203065.2139886238
2004Q4,53893252.124568716,646719.0254948246,1531,ok,0,3503315.5348788784
2005Q1,57396567.659447595,688758.8119133712,1562,ok,0,3966568.3113966687
2005Q2,61363135.97084426,736357.6316501312,1679,ok,0,1375381.4645902982
2005Q3,62738517.43543456,752862.2092252147,1887,ok,0,3977510.139259996
2005Q4,66716027.57469455,800592.3308963346,1732,ok,0,3899984.7371881716
2006Q1,70616012.31188272,847392.1477425926,1736,ok,0,3772153.9411161877
2006Q2,74388166.2529989,892657.9950359869,1735,ok,0,6235131.462300206
2006Q3,80623297.71529911,967479.5725835894,1779,ok,0,-5710339.831253769
2006Q4,74912957.88404535,898955.4946085442,1778,ok,0,-802161.985688089
2007Q1,74110795.89835726,889329.5507802871,1886,ok,0,3561033.512273423
2007Q2,77671829.41063067,932061.9529275681,1938,ok,0,5643159.287807193
2007Q3,83314988.69843787,999779.8643812544,1906,priority_capped,288,12499228.589350944
2007Q4,95814217.28778881,1149770.6074534657,1965,ok,0,5905698.514824598
2008Q1,101719915.8026134,1220638.9896313609,1852,ok,0,-6623590.362341131
2008Q2,95096325.44027227,1141155.9052832674,1920,ok,0,7873144.731837625
2008Q3,102969470.1721099,1235633.6420653188,1949,ok,0,-8966562.404276509
2008Q4,94002907.7678334,1128034.8932140009,1848,ok,0,6081810.167902845
2009Q1,100084717.93573624,1201016.6152288348,1947,ok,0,-7132317.286158084
2009Q2,92952400.64957815,1115428.8077949379,1876,ok,0,-10498689.209178345
2009Q3,82453711.44039981,989444.5372847978,1908,ok,0,-6991845.3001132505
2009Q4,75461866.14028656,905542.3936834388,1916,ok,0,1418678.2540226923
2010Q1,76880544.39430925,922566.532731711,1951,ok,0,-2397229.567629711
2010Q2,74483314.82667954,893799.7779201545,1950,ok,0,1204083.051331114
2010Q3,75687397.87801066,908248.7745361279,1961,ok,0,2647684.64235533
2010Q4,78335082.52036598,940020.9902443918,1979,ok,0,-1495352.9070122587
2011Q1,76839729.61335373,922076.7553602448,1815,ok,0,3106149.1830039183
2011Q2,79945878.79635765,959350.5455562918,1852,ok,0,4276850.9713426465
2011Q3,84222729.7677003,1010672.7572124036,1846,priority_capped,126,-2222379.8112057936
2011Q4,82000349.95649451,984004.1994779342,1847,ok,0,2174060.994025643
2012Q1,84174410.95052016,1010092.931406242,1843,ok,0,2520629.035524209
2012Q2,86695039.98604436,1040340.4798325323,1878,ok,0,5655854.790468448
2012Q3,92350894.77651282,1108210.7373181537,1885,ok,0,-3549363.1694770413
2012Q4,88801531.60703577,1065618.3792844294,1871,ok,0,-2760202.2258323343
2013Q1,86041329.38120344,1032495.9525744413,1860,priority_capped,249,2546289.1581670204
2013Q2,88587618.53937046,1063051.4224724455,1859,ok,0,615728.2976475368
2013Q3,89203346.837018,1070440.162044216,1845,ok,0,3691469.124924377
2013Q4,92894815.96194237,1114737.7915433084,1820,ok,0,-518411.37626905343
2014Q1,92376404.58567332,1108516.8550280798,0,ok,0,1697482.5136223976
2014Q2,94073887.09929572,1128886.6451915486,0,ok,0,-803245.2318691914
