quarter,trailing_nav_used,n_new_positions,cap_status,outstanding_premium_before,premium_budget,outstanding_premium_after,quarter_realized_pnl
1996Q1,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1996Q2,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1996Q3,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1996Q4,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1997Q1,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1997Q2,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1997Q3,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1997Q4,10000000.0,0,ok,0.0,4000000.0,0.0,0.0
1998Q1,10000000.0,1311,ok,0.0,4000000.0,3480421.875,728968.59375
1998Q2,10728968.59375,1369,ok,449693.75,4291587.4375,3707206.25,-470459.75
1998Q3,10258508.84375,1061,ok,170965.625,4103403.5375,3684831.25,-807919.09375
1998Q4,9450589.75,833,ok,185965.625,3780235.9000000004,3321446.875,631098.0625
1999Q1,10081687.8125,939,ok,306365.625,4032675.125,3457803.125,-284343.125
1999Q2,9797344.6875,1040,ok,244875.0,3918937.875,3294781.25,381996.5625
1999Q3,10179341.25,1094,ok,178737.5,4071736.5,3514318.75,-317861.1875
1999Q4,9861480.0625,944,ok,204056.25,3944592.0250000004,3466171.875,775530.28125
2000Q1,10637010.34375,957,ok,237631.25,4254804.1375,3287487.5,104813.6875
2000Q2,10741824.03125,746,ok,283462.5,4296729.6125,3779278.125,75609.90625
2000Q3,10817433.9375,833,ok,239843.75,4326973.575,3598081.25,220444.75
2000Q4,11037878.6875,630,ok,281659.375,4415151.475000001,4064522.5,389208.48125
2001Q1,11427087.16875,831,ok,199233.125,4570834.8675,4104173.75,-203318.21875
2001Q2,11223768.95,890,ok,315995.0,4489507.58,4061171.25,496734.0875
2001Q3,11720503.0375,959,ok,240590.0,4688201.215,4407180.0,-25477.699999999983
2001Q4,11695025.3375,939,ok,247932.5,4678010.135000001,4376217.5,660888.95
2002Q1,12355914.2875,1098,ok,372557.5,4942365.715,4655852.5,808638.65
2002Q2,13164552.9375,1120,ok,457962.5,5265821.175000001,5029695.0,-138966.975
2002Q3,13025585.9625,712,ok,215117.5,5210234.385000001,5075237.5,3057031.4
2002Q4,16082617.3625,775,ok,324000.0,6433046.945,6248550.0,82425.99999999994
2003Q1,16165043.3625,921,ok,457952.5,6466017.345000001,6343387.5,-500855.54999999993
2003Q2,15664187.8125,1164,ok,463250.0,6265675.125,6094937.5,2797001.875
2003Q3,18461189.6875,1277,ok,362455.0,7384475.875,7162492.5,855818.875
2003Q4,19317008.5625,1332,ok,401800.0,7726803.425000001,7486842.5,1712363.725
2004Q1,21029372.2875,1426,ok,434517.5,8411748.915000001,8164852.5,832577.45
2004Q2,21861949.7375,1376,ok,602010.0,8744779.895000001,8521437.5,-402727.825
2004Q3,21459221.9125,1331,ok,417672.5,8583688.765,8390732.5,753475.7000000002
2004Q4,22212697.6125,1477,ok,497142.5,8885079.045,8656737.5,5799422.15
2005Q1,28012119.762500003,1524,ok,431185.0,11204847.905000001,10989020.0,1997067.45
2005Q2,30009187.212500002,1473,ok,1369840.0,12003674.885000002,11805562.5,2853075.825
2005Q3,32862263.0375,1617,ok,619047.5,13144905.215000002,12851572.5,-623655.75
2005Q4,32238607.2875,1531,ok,623397.5,12895442.915000001,12598627.5,5013833.1
2006Q1,37252440.3875,1664,ok,702870.0,14900976.155000001,14522390.0,1102484.4
2006Q2,38354924.7875,1700,ok,1478197.5,15341969.915000001,14967540.0,-1957022.775
2006Q3,36397902.0125,1524,ok,554140.0,14559160.805000002,14246847.5,1765281.275
2006Q4,38163183.2875,1770,ok,720635.0,15265273.315000001,14880652.5,2445866.975
2007Q1,40609050.2625,1832,ok,762527.5,16243620.105000002,15946190.5,956446.11
2007Q2,41565496.3725,1945,ok,1603547.5,16626198.549000002,16293747.5,3700613.5
2007Q3,45266109.8725,1743,ok,778227.5,18106443.949,17654305.5,166106.66000000003
2007Q4,45432216.5325,1718,ok,944962.5,18172886.613,17412398.0,-1371752.0650000002
2008Q1,44060464.4675,1551,ok,975435.0,17624185.787,17004612.5,-1515988.825
2008Q2,42544475.6425,1711,ok,1819915.0,17017790.257,16262697.5,1118274.525
2008Q3,43662750.1675,1481,ok,738935.5,17465100.066999998,16712010.5,-67367.74999999994
2008Q4,43595382.4175,617,ok,737770.0,17438152.967,17011238.5,-2783650.5549999997
2009Q1,40811731.8625,915,ok,1380620.0,16324692.745,15784457.0,-1714330.6099999999
2009Q2,39097401.2525,1407,ok,1357020.0,15638960.501,14884140.0,957413.4
2009Q3,40054814.652499996,1694,ok,832097.5,16021925.861,15424701.0,1404414.895
2009Q4,41459229.5475,1687,ok,986082.5,16583691.819,15990294.0,913665.155
2010Q1,42372894.7025,1903,ok,771802.0,16949157.881,16537302.0,4194954.0
2010Q2,46567848.7025,1920,ok,2219184.0,18627139.481000002,18114191.5,-2055109.225
2010Q3,44512739.4775,1842,ok,916289.5,17805095.791,17328142.0,-815925.575
2010Q4,43696813.902499996,1985,ok,983918.0,17478725.561,16946295.0,1602649.69
2012Q1,45299463.592499994,2009,ok,745274.5,18119785.437,17609473.5,1151811.03
2012Q2,46451274.622499995,2022,ok,1769003.5,18580509.849,18026429.5,-1074253.2800000003
2012Q3,45377021.342499994,2007,ok,695858.0,18150808.536999997,17613081.5,2480898.295
2012Q4,47857919.637499996,2062,ok,883748.5,19143167.855,18683707.5,-771351.77
2013Q1,47086567.86749999,2155,ok,770382.0,18834627.146999996,18475291.0,6263334.73
2013Q2,53349902.5975,2289,ok,2778638.0,21339961.039,20889042.0,6198331.38
2013Q3,59548233.9775,1439,ok,958101.5,23819293.591000002,23534851.5,-1857196.5
