quarter,trailing_nav_used,n_new_positions,cap_status,outstanding_premium_before,premium_budget,outstanding_premium_after,quarter_realized_pnl
2004Q4,11977000.256250005,1464,ok,39490.0,3593100.0768750017,3356162.5,654789.825
2005Q1,12631790.081250004,1516,ok,0.0,3789537.024375001,3574950.0,260936.5
2005Q2,12892726.581250004,1461,ok,40295.0,3867817.974375001,3672582.5,299036.375
2005Q3,13191762.956250004,1607,ok,58470.0,3957528.8868750012,3673447.5,91043.17499999999
2005Q4,13282806.131250005,1500,ok,36802.5,3984841.8393750014,3696245.0,502116.725
2006Q1,13784922.856250005,1633,ok,7065.0,4135476.8568750015,3747680.0,11324.050000000017
2006Q2,13796246.906250006,1662,ok,46597.5,4138874.0718750013,3753815.0,-85956.525
2006Q3,13710290.381250005,1504,ok,55622.5,4113087.1143750013,3794677.5,219165.85
2006Q4,13929456.231250005,1713,ok,41490.0,4178836.869375001,3757985.0,13375.14999999998
2007Q1,13942831.381250005,1800,ok,13712.5,4182849.4143750016,3870192.5,181802.1
2007Q2,14124633.481250005,1905,ok,67740.0,4237390.044375001,3883575.0,182048.95
2007Q3,14306682.431250004,1684,ok,65820.0,4292004.729375001,3814131.5,-48710.845
2007Q4,14257971.586250003,1582,ok,64277.5,4277391.4758750005,3512470.0,22204.72499999999
2008Q1,14280176.311250003,1481,ok,3460.0,4284052.893375001,3663497.0,-82176.60999999997
2008Q2,14197999.701250004,1596,ok,54382.5,4259399.910375001,3486290.0,71595.275
2008Q3,14269594.976250004,1370,ok,49090.0,4280878.492875001,3553425.5,85633.435
2008Q4,14355228.411250005,597,ok,31057.5,4306568.523375001,3869299.0,-104952.74499999994
2009Q1,14250275.666250005,878,ok,0.0,4275082.699875002,3750228.5,-196036.355
2009Q2,14054239.311250005,1304,ok,77232.5,4216271.793375001,3479461.0,26291.64500000002
2009Q3,14080530.956250004,1647,ok,54495.0,4224159.286875001,3615288.0,188269.71000000002
2009Q4,14268800.666250005,1633,ok,52640.0,4280640.199875002,3723580.0,-33507.19999999998
2010Q1,14235293.466250006,1881,ok,1484.9999999999998,4270588.039875002,3886041.0,184004.82
2010Q2,14419298.286250006,1873,ok,95808.0,4325789.485875002,3801751.0,-24038.78999999998
2010Q3,14395259.496250007,1813,ok,52491.0,4318577.848875002,3857449.0,-32373.740000000005
2010Q4,14362885.756250007,1934,ok,59171.5,4308865.726875002,3793193.5,186790.34
2012Q1,14549676.096250007,1963,ok,2200.0,4364902.8288750015,3843363.0,174014.61
2012Q2,14723690.706250006,1966,ok,52013.5,4417107.211875002,3899981.0,2639.475000000006
2012Q3,14726330.181250006,1957,ok,61629.0,4417899.054375001,3898792.5,292096.095
2012Q4,15018426.276250007,2025,ok,48588.5,4505527.882875002,4077444.5,-175546.68
2013Q1,14842879.596250007,2134,ok,8305.0,4452863.878875002,4102213.0,406371.26
2013Q2,15249250.856250007,2254,ok,70633.0,4574775.256875002,4155740.0,500443.29000000004
2013Q3,15749694.146250006,2114,ok,65880.0,4724908.243875002,4235311.5,10890.555000000008
