buf_multiplier,base_unit_fraction,annualized_return,annualized_vol,sharpe,max_drawdown,avg_leverage_vs_initial_capital,pct_liquidity_capped
1.5,0.0022500000000000003,0.053765438234625984,0.040324919748776056,1.3190147732578825,-0.13935362006687813,2.690883325278236,0.05082028659573855
2.0,0.003,0.06492771889104043,0.04939839233897527,1.2983288640872364,-0.16625828046264454,4.000272577258825,0.07249661217311075
2.5,0.00375,0.07409901718352563,0.05755523169586727,1.2709336718982533,-0.19395163587100966,5.487010766379867,0.0941441051812127
3.0,0.0045000000000000005,0.08160350256560744,0.0651754565068306,1.2363700776807147,-0.22007447667843402,7.10134414133297,0.1164374477409682
3.5,0.00525,0.08755356720997476,0.07236704483461087,1.1961725803990497,-0.24500221004922654,8.751763784510095,0.1359859297061961
4.0,0.006,0.09237599569748656,0.07897867701808346,1.1584120369519297,-0.2661935544254435,10.42327150820493,0.15509039010466222
5.0,0.0075,0.10116946852811282,0.09108089338247952,1.103856662521019,-0.3045671459035033,14.01310044521431,0.19068708012571
6.0,0.009000000000000001,0.1088648701169932,0.10233097332957392,1.0612245302274221,-0.3328319005995067,17.690699485308535,0.223285182942652
7.0,0.0105,0.11574783745954131,0.1126718337513735,1.028651879462631,-0.35337902044383096,21.365058556546426,0.25216965083758613
8.0,0.012,0.12147941467617285,0.12203228165075694,1.0007671387969284,-0.3645528915602848,24.716578500117464,0.2790185393420408
10.0,0.015,0.10631581156488124,0.1371747365169685,0.8053675258278526,-0.432026646733544,22.907097148783176,0.36733846553066346
12.0,0.018000000000000002,0.10427562141316082,0.1408700633945615,0.7747594667106414,-0.41010900094719777,21.510164786796643,0.4518986246864458
