buf_multiplier,base_unit_fraction,annualized_return,annualized_vol,sharpe,max_drawdown,avg_leverage_vs_initial_capital,pct_liquidity_capped
1.5,0.0045000000000000005,0.09740165216292818,0.0917211600754746,1.0594147990181328,-0.2513670442313107,8.23669097019737,0.13035204567078973
2.0,0.006,0.11777592275203719,0.11846846488284447,0.9993121229155896,-0.32971575854559537,13.175992092599488,0.18144912493152265
2.5,0.0075,0.1357759903663509,0.1452285641307805,0.9495330249601884,-0.4004204021047871,18.860344122660507,0.22954761698814982
3.0,0.009000000000000001,0.15173179210829213,0.17099667152112555,0.9118989359078644,-0.4536659919948425,24.95757235644659,0.27271573969956464
3.5,0.0105,0.16659371024137815,0.19436006742612594,0.8902173059937915,-0.49319856433803044,31.32035683236887,0.3101115820430759
4.0,0.012,0.18002995766362928,0.21502683480667512,0.8775571178110294,-0.5131757842040086,38.12576345163027,0.34408788167113574
5.0,0.015,0.1936521960308284,0.25713486561221466,0.8168800382706181,-0.5740972736003642,47.62465164415312,0.3935530375111726
6.0,0.018000000000000002,0.20274673192939896,0.3001580011530541,0.7644345142151693,-0.6485325939541663,55.04606116374696,0.43372257301848166
7.0,0.021,0.19499944345295206,0.3617536821554185,0.671606650922802,-0.7051590144207956,49.97551677488426,0.45978721563878555
8.0,0.024,0.192675920656316,0.4039186858457902,0.6346830945725629,-0.78909450658087,48.16018386901033,0.49557420061701696
10.0,0.03,0.1803934805246652,0.5250880475290761,0.5580872481638987,-0.8857232511669338,39.0895111785784,0.5501600207594499
12.0,0.036000000000000004,0.09724291538517638,1.1179606909707211,0.3995757669518878,-0.9625829821164639,19.82921125308407,0.5963267306749704
