strategy,label,ann_return,ann_vol,sharpe,max_drawdown,final_nav
extreme_aggressive,Extreme decile L/S -- Aggressive,0.0952838956026587,0.1224186580058246,0.8048898061190969,-0.3620082627046342,58861263.3500829
rankweighted_aggressive,Rank-weighted -- Aggressive,0.1084217205563127,0.1239737070777142,0.8925608150533705,-0.3875862840299729,74247807.34098265
balanced_aggressive,Balanced -- Aggressive,0.0844805997092812,0.1226107592552262,0.7231122824776404,-0.3745144496813327,48527312.33171582
strategy4_aggressive,Strategy 4 -- Aggressive,0.1069663377440017,0.122526793513646,0.8909021448194924,-0.399984254089492,72371947.87439306
strategy5_aggressive,Strategy 5 -- Aggressive,0.1214794146761728,0.1220322816507569,1.0007671387969284,-0.3645528915602848,93270641.86742672
strategy6_aggressive,Strategy 6 -- Aggressive,0.1214794146761728,0.1220322816507569,1.0007671387969284,-0.3645528915602848,93270641.86742672
strategy7_aggressive,Strategy 7 -- Aggressive,0.1177759227520371,0.1184684648828444,0.9993121229155896,-0.3297157585455953,87451312.50659768
strategy6_beta_aggressive,Strategy 6 + Beta Overlay -- Aggressive,0.15005573987008036,0.1369751519907677,1.0894575088925291,-0.3698196649604117,152255385.9134822
