quarter,trailing_nav_used,base_unit,n_new_positions,cap_status,n_dropped_low_conviction,quarter_realized_pnl
1995Q1,10000000.0,20000.0,0,ok,0,0.0
1995Q2,10000000.0,20000.0,0,ok,0,0.0
1995Q3,10000000.0,20000.0,0,ok,0,0.0
1995Q4,10000000.0,20000.0,0,ok,0,0.0
1996Q1,10000000.0,20000.0,0,ok,0,0.0
1996Q2,10000000.0,20000.0,0,ok,0,0.0
1996Q3,10000000.0,20000.0,0,ok,0,0.0
1996Q4,10000000.0,20000.0,0,ok,0,0.0
1997Q1,10000000.0,20000.0,0,ok,0,0.0
1997Q2,10000000.0,20000.0,0,ok,0,0.0
1997Q3,10000000.0,20000.0,0,ok,0,0.0
1997Q4,10000000.0,20000.0,0,ok,0,0.0
1998Q1,10000000.0,20000.0,0,ok,0,0.0
1998Q2,10000000.0,20000.0,0,ok,0,0.0
1998Q3,10000000.0,20000.0,0,ok,0,0.0
1998Q4,10000000.0,20000.0,0,ok,0,0.0
1999Q1,10000000.0,20000.0,2136,priority_capped,1052,3303.0496733183527
1999Q2,10003303.049673319,20006.606099346638,1681,priority_capped,739,215967.3198595456
1999Q3,10219270.369532865,20438.54073906573,1738,priority_capped,674,478681.52267834893
1999Q4,10697951.892211214,21395.90378442243,2061,priority_capped,924,2597.8368398503408
2000Q1,10700549.729051065,21401.09945810213,1760,priority_capped,691,319313.87730761827
2000Q2,11019863.606358683,22039.727212717367,1711,priority_capped,770,309744.87437080767
2000Q3,11329608.48072949,22659.21696145898,1706,priority_capped,730,371182.70090961235
2000Q4,11700791.181639103,23401.58236327821,1731,priority_capped,787,-115621.57411904517
2001Q1,11585169.607520059,23170.33921504012,1969,priority_capped,910,-280114.6933645161
2001Q2,11305054.914155543,22610.109828311088,1520,priority_capped,500,500742.65331397863
2001Q3,11805797.567469522,23611.595134939045,1992,priority_capped,740,168356.00898301622
2001Q4,11974153.576452538,23948.307152905076,1697,priority_capped,578,336278.99114662415
2002Q1,12310432.567599162,24620.865135198324,1956,priority_capped,719,-104307.39092515588
2002Q2,12206125.176674007,24412.250353348012,1635,priority_capped,543,628789.9908423282
2002Q3,12834915.167516334,25669.830335032668,1590,priority_capped,529,68450.11390161444
2002Q4,12903365.28141795,25806.7305628359,1929,priority_capped,795,-450911.8734184153
2003Q1,12452453.407999534,24904.906815999067,1589,priority_capped,538,405022.11579283566
2003Q2,12857475.52379237,25714.95104758474,1889,priority_capped,741,-161715.85119458087
2003Q3,12695759.672597788,25391.51934519558,1648,priority_capped,498,-236129.3047037536
2003Q4,12459630.367894035,24919.26073578807,1710,priority_capped,632,155055.01547969552
2004Q1,12614685.38337373,25229.37076674746,1740,priority_capped,749,135743.41219956818
2004Q2,12750428.795573298,25500.857591146596,1827,priority_capped,868,200326.17721323314
2004Q3,12950754.97278653,25901.509945573063,1821,priority_capped,844,82439.09487545678
2004Q4,13033194.067661988,26066.388135323974,1878,priority_capped,914,399229.5579681739
2005Q1,13432423.62563016,26864.847251260322,1937,priority_capped,899,275493.6670478187
2005Q2,13707917.29267798,27415.834585355962,1953,priority_capped,913,-134883.8874365402
2005Q3,13573033.40524144,27146.06681048288,1979,priority_capped,931,585032.6305880155
2005Q4,14158066.035829455,28316.13207165891,2001,priority_capped,954,449143.30993350653
2006Q1,14607209.34576296,29214.418691525923,2047,priority_capped,940,462357.42499624466
2006Q2,15069566.770759204,30139.13354151841,2043,priority_capped,1058,237704.31464991404
2006Q3,15307271.085409118,30614.542170818237,2117,priority_capped,1104,-123658.50465913178
