quarter,trailing_nav_used,base_unit,n_new_positions,cap_status,quarter_realized_pnl
1996Q1,10000000.0,15000.0,22,priority_capped,-161723.03125
1996Q2,9838276.96875,14757.415453125,20,priority_capped,293123.8125
1996Q3,10131400.78125,15197.101171875,23,priority_capped,206282.8125
1996Q4,10337683.59375,15506.525390625,21,priority_capped,69378.71875
1997Q1,10407062.3125,15610.593468750001,22,priority_capped,-119396.84375
1997Q2,10287665.46875,15431.498203125,27,priority_capped,241625.71875
1997Q3,10529291.1875,15793.93678125,25,priority_capped,-342863.09375
1997Q4,10186428.09375,15279.642140625001,23,priority_capped,51822.9375
1998Q1,10238251.03125,15357.376546875,23,priority_capped,-289726.75
1998Q2,9948524.28125,14922.786421875,32,priority_capped,45681.5
1998Q3,9994205.78125,14991.308671875,27,priority_capped,-102593.5
1998Q4,9891612.28125,14837.418421875,33,priority_capped,167244.59375
1999Q1,10058856.875,15088.2853125,32,priority_capped,-165531.59375
1999Q2,9893325.28125,14839.987921875001,28,priority_capped,-58130.4375
1999Q3,9835194.84375,14752.792265625001,28,priority_capped,-253386.03125
1999Q4,9581808.8125,14372.713218750001,33,priority_capped,-5547.21875
2000Q1,9576261.59375,14364.392390625,27,priority_capped,669857.25
2000Q2,10246118.84375,15369.178265625,26,priority_capped,-180121.5625
2000Q3,10065997.28125,15098.995921875001,21,priority_capped,-96610.5625
2000Q4,9969386.71875,14954.080078125,19,priority_capped,-140926.90625
2001Q1,9828459.8125,14742.68971875,21,priority_capped,-325309.95
2001Q2,9503149.8625,14254.724793750001,19,priority_capped,134070.15000000002
2001Q3,9637220.012500001,14455.830018750003,25,priority_capped,350512.15
2001Q4,9987732.162500001,14981.598243750002,18,priority_capped,412793.92500000005
2002Q1,10400526.087500002,15600.789131250003,22,priority_capped,97518.69999999998
2002Q2,10498044.787500001,15747.067181250002,19,priority_capped,-259384.725
2002Q3,10238660.062500002,15357.990093750002,20,priority_capped,341614.29999999993
2002Q4,10580274.362500003,15870.411543750004,30,priority_capped,-28525.500000000102
2003Q1,10551748.862500003,15827.623293750004,27,priority_capped,-91620.99999999994
2003Q2,10460127.862500003,15690.191793750004,21,priority_capped,460469.5
2003Q3,10920597.362500003,16380.896043750005,19,priority_capped,-142773.87499999997
2003Q4,10777823.487500003,16166.735231250004,18,priority_capped,252901.32499999995
2004Q1,11030724.812500002,16546.087218750003,19,priority_capped,119280.77500000001
2004Q2,11150005.587500002,16725.008381250005,19,priority_capped,70802.0
2004Q3,11220807.587500002,16831.211381250003,28,priority_capped,-128329.19999999998
2004Q4,11092478.387500003,16638.717581250006,27,priority_capped,247566.55
2005Q1,11340044.937500004,17010.067406250007,29,priority_capped,308502.85
2005Q2,11648547.787500003,17472.821681250007,28,priority_capped,-161269.34999999998
2005Q3,11487278.437500004,17230.917656250007,25,priority_capped,6029.450000000099
2005Q4,11493307.887500003,17239.961831250006,29,priority_capped,100546.55
2006Q1,11593854.437500004,17390.781656250005,31,priority_capped,299846.35
2006Q2,11893700.787500003,17840.551181250004,28,priority_capped,-63125.399999999994
2006Q3,11830575.387500003,17745.863081250005,38,priority_capped,101089.975
2006Q4,11931665.362500003,17897.498043750005,33,priority_capped,102046.74999999994
2007Q1,12033712.112500003,18050.568168750004,34,priority_capped,277510.675
2007Q2,12311222.787500003,18466.834181250004,34,priority_capped,461531.97499999986
2007Q3,12772754.762500003,19159.132143750005,35,priority_capped,133620.17500000005
2007Q4,12906374.937500004,19359.562406250006,41,priority_capped,392213.2
2008Q1,13298588.137500003,19947.882206250004,40,priority_capped,-169873.69999999995
2008Q2,13128714.437500004,19693.071656250006,34,priority_capped,119086.07499999992
2008Q3,13247800.512500003,19871.700768750004,32,priority_capped,40341.15499999997
2008Q4,13288141.667500002,19932.212501250004,49,priority_capped,19006.49999999997
2009Q1,13307148.167500002,19960.722251250005,35,priority_capped,218649.075
2009Q2,13525797.242500002,20288.695863750003,40,priority_capped,-35227.69999999998
2009Q3,13490569.542500002,20235.854313750006,35,priority_capped,183728.5
2009Q4,13674298.042500002,20511.447063750005,28,priority_capped,166153.85000000006
2010Q1,13840451.892500002,20760.67783875,50,priority_capped,-12162.425000000003
2010Q2,13828289.467500001,20742.434201250002,48,priority_capped,67038.04000000001
2010Q3,13895327.5075,20842.99126125,40,priority_capped,-233760.07500000004
2010Q4,13661567.432500001,20492.351148750004,41,priority_capped,228422.4749999999
2012Q1,13889989.9075,20834.984861250003,52,priority_capped,107703.22499999995
2012Q2,13997693.1325,20996.539698750003,54,priority_capped,-122113.42499999999
2012Q3,13875579.7075,20813.36956125,51,priority_capped,-40744.54999999999
2012Q4,13834835.157499999,20752.25273625,43,priority_capped,-163079.695
2013Q1,13671755.462499999,20507.63319375,45,priority_capped,-120248.07499999994
2013Q2,13551507.3875,20327.26108125,44,priority_capped,328520.2749999999
2013Q3,13880027.6625,20820.04149375,51,priority_capped,333732.85
