quarter,trailing_nav_used,n_new_positions,cap_status,outstanding_premium_before,premium_budget,outstanding_premium_after,quarter_realized_pnl
2002Q1,9710554.11875,1027,ok,0.0,1942110.8237500002,1655257.5,7702.275000000009
2002Q2,9718256.39375,1057,ok,3457.5,1943651.2787500003,1700695.0,-10307.125
2002Q3,9707949.26875,704,ok,5115.0,1941589.8537500002,1819155.0,76591.3
2002Q4,9784540.568750001,747,ok,1410.0000000000002,1956908.1137500005,1757312.5,28145.425000000003
2003Q1,9812685.993750002,909,ok,0.0,1962537.1987500004,1839520.0,-34455.59999999999
2003Q2,9778230.393750003,1136,ok,0.0,1955646.0787500006,1784615.0,10079.050000000003
2003Q3,9788309.443750003,1229,ok,0.0,1957661.8887500009,1731967.5,5640.975000000006
2003Q4,9793950.418750003,1265,ok,3732.5,1958790.0837500007,1726527.5,3758.6500000000087
2004Q1,9797709.068750003,1365,ok,0.0,1959541.8137500007,1707045.0,19241.15
2004Q2,9816950.218750004,1327,ok,7560.0,1963390.043750001,1747362.5,-18724.074999999997
2004Q3,9798226.143750004,1300,ok,11572.5,1959645.228750001,1771905.0,-4252.474999999984
2004Q4,9793973.668750005,1407,ok,5857.5,1958794.733750001,1722425.0,71415.475
2005Q1,9865389.143750004,1463,ok,0.0,1973077.828750001,1740895.0,3385.649999999987
2005Q2,9868774.793750005,1406,ok,3275.0,1973754.9587500012,1783005.0,23568.1
2005Q3,9892342.893750004,1513,ok,8210.0,1978468.578750001,1690225.0,25052.050000000003
2005Q4,9917394.943750005,1415,ok,2060.0,1983478.9887500012,1691455.0,69233.15
2006Q1,9986628.093750006,1505,ok,0.0,1997325.6187500013,1621325.0,-15864.75
2006Q2,9970763.343750006,1512,ok,4840.0,1994152.6687500011,1610052.5,-17711.374999999993
2006Q3,9953051.968750006,1389,ok,6000.0,1990610.3937500012,1664990.0,31350.300000000003
2006Q4,9984402.268750006,1525,ok,4725.0,1996880.4537500013,1583845.0,-14328.599999999991
2007Q1,9970073.668750007,1680,ok,0.0,1994014.7337500015,1674294.5,-8664.335000000006
2007Q2,9961409.333750006,1765,ok,5670.0,1992281.8667500012,1642551.5,5653.055
2007Q3,9967062.388750006,1504,ok,5777.5,1993412.4777500012,1523603.0,-7313.764999999999
2007Q4,9959748.623750005,1315,ok,9925.0,1991949.724750001,1303129.5,-12324.63500000001
2008Q1,9947423.988750005,1234,ok,1730.0,1989484.797750001,1378488.0,-35927.24
2008Q2,9911496.748750005,1302,ok,1925.0,1982299.349750001,1234836.5,-21236.34500000001
2008Q3,9890260.403750004,1084,ok,1839.9999999999998,1978052.080750001,1268142.5,-7704.575000000001
2008Q4,9882555.828750005,530,ok,2440.0000000000005,1976511.165750001,1558348.0,-21575.74
2009Q1,9860980.088750005,744,ok,0.0,1972196.017750001,1467278.5,-38428.354999999996
2009Q2,9822551.733750004,992,ok,0.0,1964510.346750001,1222354.5,-1980.635000000002
2009Q3,9820571.098750005,1411,ok,1217.5,1964114.219750001,1384594.5,9575.690000000002
2009Q4,9830146.788750004,1408,ok,6107.5,1966029.357750001,1420570.0,-29308.375
2010Q1,9800838.413750004,1782,ok,0.0,1960167.6827500009,1583547.0,-15582.410000000003
2010Q2,9785256.003750004,1667,ok,10547.5,1957051.2007500008,1436385.0,-6671.124999999993
2010Q3,9778584.878750004,1663,ok,1752.5,1955716.975750001,1502043.0,-7750.214999999989
2010Q4,9770834.663750004,1730,ok,7972.5,1954166.9327500009,1454418.5,18369.119999999995
2012Q1,9789203.783750003,1770,ok,0.0,1957840.7567500006,1448394.0,27931.18
2012Q2,9817134.963750003,1781,ok,1805.0,1963426.9927500007,1487621.0,20111.520000000004
2012Q3,9837246.483750002,1736,ok,6910.0,1967449.2967500007,1463516.5,63831.805
2012Q4,9901078.288750002,1843,ok,6097.5,1980215.6577500005,1567937.0,-9079.684999999998
2013Q1,9891998.603750002,2003,ok,260.0,1978399.7207500003,1630605.0,28414.65
2013Q2,9920413.253750002,2100,ok,11152.5,1984082.6507500005,1573776.0,37758.295000000006
2013Q3,9958171.548750002,1962,ok,4715.0,1991634.3097500005,1519416.0,23017.47
